"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-loop","80","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","pgm_protocol.2","dve2C","tg,bs,hf","0.020","","","","","","122","120","68250","68250","2.470","17096","40453","4156","14014","21003","2.51","2903992","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","80","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.220","18424","2461","178","426","693","0.23","2894948","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","lifts.1","dve2C","tg,bs,hf","0.010","","","","","","22","135","7830","7830","0.260","2661","3570","918","11234","15918","0.27","2893292","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","80","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","80","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4936","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-loop","80","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-loop","80","synapse.5","dve2C","tg,bs,hf","0.070","902","277569","295622","36.0086","37.3091","28","167","5678","5678","3.700","83263","20695","1154","14993","41330","3.96","2901724","1226435","7342981","151060","994","","","7280372",
"performance","done","","chain","sat-loop","80","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","720","720","0.350","29284","3114","688","1388","3112","0.36","2894968","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","at.2","dve2C","tg,bs,hf","0.010","","","","","","10","43","2064","2064","0.260","49443","2858","214","720","1177","0.27","2894996","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","80","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","sat-loop","80","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4060","4060","0.670","15940","3370","3230","4448","15848","0.68","2897064","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","80","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4924","","","","","","","","",
"performance","done","","chain","sat-loop","80","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1140","1140","0.080","14348906","245","210","321","300","0.08","2893064","","","","","","","","",
"performance","done","","bfs","sat-loop","80","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","9312","9312","7.190","495720","4017","6731","193536","23796864","7.20","2915612","","","","","","","","",
"performance","done","","chain","sat-loop","80","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","11457","11457","4.310","30772","22676","2824","31204","55466","4.35","2899788","","","","","","","","",
"performance","done","","chain","sat-loop","80","pgm_protocol.4","dve2C","tg,bs,hf","0.010","","","","","","122","120","52650","52650","12.070","39832","58129","4941","17699","36106","12.11","2906000","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","1107","1107","7.650","91453","4406","26077","35263","731641","7.66","2999452","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","80","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","80","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","1911","1911","0.120","7963","964","207","620","918","0.12","2892904","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","80","frogs.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain-prev","sat-loop","80","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","19952","19952","23.400","13184427","29626","1262","2944","17685","23.41","3130652","","","","","","","","",
