"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-like","80","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","80","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","68250","68250","2.450","17096","40453","4156","14014","21003","2.49","2903992","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","80","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","96","","","","","","","","",
"performance","done","","bfs-prev","sat-like","80","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.230","18424","2461","178","426","693","0.23","2894952","","","","","","","","",
"performance","done","","bfs-prev","sat-like","80","lifts.1","dve2C","tg,bs,hf","0.010","","","","","","22","135","7830","7830","0.250","2661","3570","918","11234","15918","0.27","2893296","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","80","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain","sat-like","80","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4932","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","80","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-like","80","synapse.5","dve2C","tg,bs,hf","0.070","902","277569","295622","36.0086","37.3091","28","167","5511","5511","3.460","83263","20695","1154","14993","41330","3.72","2900620","1226331","7342876","151059","994","","","7280205",
"performance","done","","chain","sat-like","80","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","690","690","0.320","29284","3114","688","1388","3112","0.34","2894968","","","","","","","","",
"performance","done","","bfs-prev","sat-like","80","at.2","dve2C","tg,bs,hf","0.010","","","","","","10","43","2064","2064","0.260","49443","2858","214","720","1177","0.27","2894968","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","80","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","sat-like","80","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4002","4002","0.650","15940","3370","3230","4448","15848","0.66","2895036","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","80","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","5464","","","","","","","","",
"performance","done","","chain","sat-like","80","phils.6","dve2C","tg,bs,hf","0.010","","","","","","30","60","1080","1080","0.090","14348906","245","210","321","300","0.10","2893092","","","","","","","","",
"performance","done","","bfs","sat-like","80","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","9216","9216","6.490","495720","4017","6731","193536","23796864","6.52","2915612","","","","","","","","",
"performance","done","","chain","sat-like","80","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","11256","11256","4.110","30772","22676","2824","31204","55466","4.14","2899724","","","","","","","","",
