"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","cs_repetitions-10-unfolded.pnml","1311","2300","8700","0","tg,bs,hf","3.280","1311","2300","","","","","","","","","1791.18","3969336","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1788.56","3939344","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","2D8_gradient_20x20_10.pnml","400","2964","5928","0","tg,bs,hf","0.310","400","2964","25990","25990","86.590","3.23081977575776e+19","26290","251940","228228","195624","87.41","3366300",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_5x5_100.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1779.79","3939872","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","272","272","0.000","153","170","176","227","128","0.01","2735260",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","1148.450","228","8588","","","","","","","","","1796.03","3365132","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","sg-2-1-2.pnml","68","72","288","0","tg,bs,hf","0.000","68","72","2319","2319","7.550","2085423232578","5924","2936","2704","3616","7.56","2946808",
"performance","done","","bfs","sat-like","20","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.010","117","176","15443","15443","112.010","30948223090688","42093","3322","3981","3856","112.05","3078964",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","2.070","128","1328","","","","","","","","","1795.59","3858364","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","IOTP_c3m3p3d3.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","3130","3130","1.440","354176","7062","1490","1404","754","1.45","2894784",
"statistics","ootime","killed","chain","sat-like","20","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1795.88","3119856","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.370","77","677","","","","","","","","","1776.98","3947136","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","204","204","0.000","1501","349","248","248","208","0.02","2751396",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.110","735","570","","","","","","","","","1792.36","3947064","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","750.64","3940364","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.430","3455","2730","","","","","","","","","1789.03","4002508","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d3r7.pnml","4209","3518","25540","0","tg,bs,hf","5.770","4209","3518","","","","","","","","","1790.62","4034616","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","closed_system3.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","19591","19591","3.500","1465206","10779","1446","1944","1053","3.53","2903156",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","FMS-200.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1788.71","3939344","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.010","69","96","1788","1788","0.090","380","888","344","723","409","0.10","2891392",
"performance","ootime","killed","bfs","sat-like","20","true","true","shared_memory-pt-20.pnml","461","820","3200","0","tg,bs,hf","0.430","461","820","","","","","","","","","1797.34","3282964","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-5-unfolded.pnml","36","156","624","0","tg,bs,hf","0.010","36","156","3658","3658","0.050","166","475","420","1208","833","0.07","2890128",
"statistics","ootime","killed","bfs","sat-like","20","true","true","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1791.56","3943348","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","SafeBus-10-unfolded.pnml","316","1631","11384","0","tg,bs,hf","1.980","316","1631","","","","","","","","","1795.50","3958576","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","448","448","16.150","1048586","1608","1120","1550","20971660","16.17","2891556",
"performance","ootime","killed","bfs","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.370","77","677","","","","","","","","","1696.97","3947140","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.010","69","96","1788","1788","0.080","380","888","344","723","409","0.10","2891404",
"performance","ootime","killed","chain","sat-like","20","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1793.17","3941592","","","","","","",
"statistics","sigsegfault","sendinfo","bfs","sat-like","20","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","1081.51","202084","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","3.190","1600","12324","305842","305842","964.540","3.11621362935612e+25","105490","1047540","948948","813384","973.39","4066624",
"statistics","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V20-P10-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","6.100","78","968","","","","","","","","","1797.07","3201944","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","16.070","3020","2020","","","","","","","","","1797.20","3164700","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","lamport_fmea-8.pnml","315","666","2934","0","tg,bs,hf","0.180","315","666","","","","","","","","","1795.27","3940424","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.260","1030","1020","16346","16346","52.760","1524","229089","24120","34068","1025060","57.72","2929388",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","raft_08.pnml","328","568","2163","328","tg,bs,hf","0.120","328","568","","","","","","","","","1793.71","3944964","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V20-P20-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","0.920","78","968","","","","","","","","","1791.59","3953408","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","112.640","1026","10461","","","","","","","","","1796.96","3153876","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","RAS-C-10.pnml","60","40","174","0","tg,bs,hf","0.000","60","40","331","331","0.030","823552","509","348","596","476","0.04","2889636",
"performance","done","","chain-prev","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.060","253","442","53924","53924","904.810","3.55265029627049e+35","659990","2206","1616","1616","905.09","3940160",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V20-P20-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","5.930","108","2228","","","","","","","","","1794.11","3971124","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1759.21","3941336","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","shared_memory-pt-20.pnml","461","820","3200","0","tg,bs,hf","0.420","461","820","","","","","","","","","1794.94","3950292","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.250","1030","1020","16346","16346","53.450","1524","229089","24120","34068","1025060","58.43","2929388",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-5-unfolded.pnml","36","156","624","0","tg,bs,hf","0.010","36","156","3658","3658","0.040","166","475","420","1208","833","0.06","2658704",
"performance","ootime","killed","chain","sat-like","20","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.500","830","800","","","","","","","","","1796.77","3433216","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","true","true","railroad-100-pt.pnml","1018","10506","62728","0","tg,bs,hf","","","","","","","","","","","","176.43","128208","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1789.44","3939860","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","open_system_0.pnml","198","176","730","0","tg,bs,hf","0.010","198","176","24470","24470","2.320","2776936","3577","1250","1670","911","2.35","2895860",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_200.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1783.86","3939780","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.470","138","2348","","","","","","","","","1784.67","3973852","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","156","156","0.010","92","55","96","132","98","0.02","2755604",
"performance","done","","bfs-prev","sat-like","20","true","true","Philosophers-20.pnml","100","100","320","0","tg,bs,hf","0.000","100","100","660","660","0.050","3486784401","615","640","882","560","0.07","2891900",
"performance","done","","bfs","sat-like","20","true","true","2D8_gradient_30x30_10.pnml","900","6844","13688","0","tg,bs,hf","1.150","900","6844","174178","174178","571.960","1.00995211163134e+23","59290","581740","526988","451704","574.91","3981232",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-NT-S10-J40-unfolded.pnml","854","12340","113999","0","tg,bs,hf","1037.130","854","12340","","","","","","","","","1795.22","3237024","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Peterson-3.pnml","244","332","1016","0","tg,bs,hf","0.020","244","332","155263","155263","79.480","3407946","98600","1768","2290","1608","79.58","3006852",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.640","3455","2730","","","","","","","","","1763.59","4004788","","","","","","",
"statistics","error","boostperm","chain-prev","sat-like","20","true","true","neoelection-2.unf.pnml","438","357","1998","0","tg,bs,hf","","","","","","","","","","","","0.52","8768","","","","","","",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","20","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","38.44","158668","","","","","","",
"statistics","done","","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","12954","12954","537.790","1.75295157137163e+19","30600","205200","198288","190944","537.82","3939872",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S04-J06-T08-unfolded.pnml","792","4268","28832","0","tg,bs,hf","27.410","792","4268","","","","","","","","","1794.15","3937332","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","1797.06","446508","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.230","121","1111","70500","70500","2.750","58905","3160","2040","8696","5838","3.07","2657188",
"statistics","done","","chain-prev","sat-like","20","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","1543","1543","0.040","31745","657","407","275","260","0.05","2784588",
"performance","done","","chain-prev","sat-like","20","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.000","24","72","402","402","0.020","4096","52","880","936","744","0.02","2737944",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-20-unfolded.pnml","441","8421","33684","0","tg,bs,hf","9.640","441","8421","1497278","1497278","804.820","24466267459","35043","11880","65811","43873","816.00","3166688",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P20-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","38.430","168","5408","","","","","","","","","1794.61","3894656","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","dekker-20.pnml","100","440","3240","0","tg,bs,hf","0.140","100","440","3359","3359","1598.170","11534336","5537697","4960","5702","31459680","1600.05","3049276",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1779.43","3941140","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","2D8_gradient_30x30_10.pnml","900","6844","13688","0","tg,bs,hf","1.120","900","6844","174178","174178","569.630","1.00995211163134e+23","59290","581740","526988","451704","572.56","3983780",
"performance","ootime","killed","bfs","sat-like","20","true","true","lamport_fmea-6.pnml","217","420","1834","0","tg,bs,hf","0.070","217","420","","","","","","","","","1796.57","3830060","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1773.22","3939272","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","10-10_phaseVariation.pnml","302","3137","21755","0","tg,bs,hf","7.890","302","3137","","","","","","","","","1793.45","3978776","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","rwmutex-r100w10.pnml","320","220","2640","0","tg,bs,hf","0.180","320","220","","","","","","","","","1796.93","2894848","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.140","900","6844","","","","","","","","","1795.98","3703268","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1795.33","3595512","","","","","","",
"statistics","oomem","mddtable","chain-prev","sat-like","20","true","true","QCertifProtocol_18-unfold.pnml","1398","296","3119","0","tg,bs,hf","0.240","1398","296","","","","","","","","","139.37","3873344","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.010","41","55","363","363","0.030","1863","464","390","539","340","0.05","2744356",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_50x50_50.pnml","2500","19404","38808","0","tg,bs,hf","7.300","2500","19404","","","","","","","","","1796.77","3815672","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","raft_06.pnml","188","332","1231","188","tg,bs,hf","0.040","188","332","17307","17307","41.120","2.9094385723768e+26","110145","1631","1196","1196","41.22","3056740",
"performance","ootime","killed","chain","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1790.29","3939576","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","rwmutex-r10w10.pnml","50","40","300","0","tg,bs,hf","0.000","50","40","210","210","0.030","1034","432","600","804","20560","0.03","2639212",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-15-unfolded.pnml","256","3616","14464","0","tg,bs,hf","2.150","256","3616","636889","636889","39.370","35357924","12893","5610","28201","18893","42.04","2954916",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","86.330","961","27931","","","","","","","","","1796.94","3602244","","","","","","",
"performance","done","","chain","sat-like","20","true","true","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","137","137","0.010","59049","295","320","441","280","0.02","2792828",
"statistics","done","","chain","sat-like","20","true","true","MAPK-80.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","4178","4178","580.630","5.63490390942042e+18","155462","94570","77050","921930","580.85","3939416","1078852","35119731","101550060","71250","1235576244","1101285245",
"performance","done","","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V04-P05-N02-unfolded.pnml","28","52","326","0","tg,bs,hf","0.000","28","52","2188","2188","0.480","10658","5199","719","1449","2430","0.50","2889868",
"performance","done","","bfs-prev","sat-like","20","true","true","closed_system4.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","18253","18253","4.080","2409739","11055","1446","1944","1053","4.13","2905200",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-10.pnml","40","22","100","0","tg,bs,hf","0.000","40","22","1072","1072","0.030","6144","131","200","258","156","0.03","2667956",
"performance","done","","chain-prev","sat-like","20","true","true","dekker-10.pnml","50","120","820","0","tg,bs,hf","0.010","50","120","699","699","0.580","6144","6624","1280","1454","15960","0.59","2890140",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","lamport_fmea-6.pnml","217","420","1834","0","tg,bs,hf","0.070","217","420","","","","","","","","","1794.59","3944748","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","cs_repetitions-10-unfolded.pnml","1311","2300","8700","0","tg,bs,hf","3.260","1311","2300","","","","","","","","","1793.21","3831116","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V20-P20-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.310","68","548","","","","","","","","","1795.22","3854984","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","parking_2_8.pnml","137","201","593","137","tg,bs,hf","0.010","137","201","5470","5470","0.360","4567597057","1246","848","571","542","0.38","2894856",
"statistics","done","","chain-prev","sat-like","20","true","true","dekker-10.pnml","50","120","820","0","tg,bs,hf","0.010","50","120","699","699","0.510","6144","6624","1280","1454","15960","0.54","2890164",
"statistics","done","","chain","sat-like","20","true","true","HouseConstruction-005.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","312","312","0.110","1187984","3176","970","811","1463","0.30","2890848","3176","8840","35223","712","204948","222705",
"performance","done","","chain","sat-like","20","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","55","55","0.000","13","27","68","79","43","0.00","1383176",
"performance","done","","chain-prev","sat-like","20","true","true","erk-000100.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","2222","2222","504.410","15914114086","26361","61250","58984","14522386","504.43","3939168",
"performance","done","","bfs","sat-like","20","true","true","rwmutex-r10w10.pnml","50","40","300","0","tg,bs,hf","0.000","50","40","210","210","0.020","1034","432","600","804","20560","0.03","2643308",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-NT-S05-J60-unfolded.pnml","909","1970","12584","0","tg,bs,hf","4.180","909","1970","","","","","","","","","1793.54","3934324","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S10-J30-unfolded.pnml","664","12050","112559","0","tg,bs,hf","721.340","664","12050","","","","","","","","","1794.96","3230484","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","800.350","894","14334","","","","","","","","","1797.35","3340340","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","3.170","1600","12324","","","","","","","","","1792.82","4068508","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","17.360","198","3728","","","","","","","","","1795.26","3171220","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.200","1600","12324","","","","","","","","","1788.59","4066600","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1788.24","3939332","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","railroad-005-pt.pnml","68","56","313","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","philo_dyn-20-unfolded.pnml","540","17220","140780","0","tg,bs,hf","1555.630","540","17220","","","","","","","","","1790.16","4209696","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","Peterson-2.pnml","102","126","384","0","tg,bs,hf","0.030","102","126","9840","9840","1.640","20754","3569","672","868","594","1.89","2891992","4072","95261","183878","171","1317876","1658270",
"performance","done","","chain","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.410","1030","1020","16346","16346","92.150","1524","229089","24120","34068","1025060","97.29","2927340",
"performance","done","","chain","sat-like","20","true","true","raft_04.pnml","88","160","563","88","tg,bs,hf","0.010","88","160","3253","3253","1.210","2965858466581","6613","745","548","548","1.23","2896972",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S02-J06-T06-unfolded.pnml","536","1064","4866","0","tg,bs,hf","0.510","536","1064","","","","","","","","","1794.27","3955376","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_50x50_50.pnml","2500","19404","38808","0","tg,bs,hf","7.160","2500","19404","","","","","","","","","1793.68","3798840","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","soli1_counter.pnml","67","76","532","0","tg,bs,hf","0.010","67","76","","","","","","","","","1788.36","3940304","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","FMS-200.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1775.87","3941352","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S04-J06-T10-unfolded.pnml","966","5354","36134","0","tg,bs,hf","44.820","966","5354","","","","","","","","","1792.73","3252892","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","0.310","400","2964","","","","","","","","","972.62","3959836","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","dekker-200.pnml","1000","40400","320400","0","tg,bs,hf","","","","","","","","","1797.17","594804","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1794.55","3732456","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","448","448","18.730","1048586","1608","1120","1550","20971660","18.74","2891652",
"performance","done","","chain-prev","sat-like","20","true","true","TokenRing-5-unfolded.pnml","36","156","624","0","tg,bs,hf","0.010","36","156","3658","3658","0.040","166","475","420","1208","833","0.06","2890128",
"performance","oomem","mddtable","bfs","sat-like","20","true","true","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","1449.610","2702","30977","","","","","","","","","1538.90","1999536","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.000","14","65","845","845","0.980","98254","5453","4354","4698","28572","0.98","2896828",
"performance","ootime","killed","bfs","sat-like","20","true","true","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","","","","","","","","","1776.98","3939844","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1794.97","3944980","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","true","true","neoelection-2.unf.pnml","438","357","1998","0","tg,bs,hf","","","","","","","","","","","","0.08","92","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1793.14","3944980","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","55","55","0.000","13","27","68","79","43","0.01","1921812",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P20-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","35.000","168","5408","","","","","","","","","1796.23","3491156","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","354.180","1202","13457","","","","","","","","","1795.01","3809780","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","10-10_phaseVariation.pnml","302","3137","21755","0","tg,bs,hf","7.760","302","3137","","","","","","","","","1773.22","3976704","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","cs_repetitions-7-unfolded.pnml","498","833","3087","0","tg,bs,hf","0.350","498","833","","","","","","","","","1795.13","3953076","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","10-100_phaseVariation.pnml","302","3137","21755","0","tg,bs,hf","7.950","302","3137","","","","","","","","","1607.11","3980792","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","simple_lbs-15.pnml","149","1280","8988","0","tg,bs,hf","1.960","149","1280","","","","","","","","","1797.35","2987368","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","99","99","0.000","13","27","68","79","43","0.00","1770256",
"statistics","oomem","mddtable","chain","sat-like","20","true","true","unf-8x8-4stageSEN-50.pnml","168","592","3456","0","tg,bs,hf","1.860","168","592","","","","","","","","","240.23","3946624","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","unf-8x8-4stageSEN-01.pnml","168","592","3456","0","tg,bs,hf","0.210","168","592","9610","9610","16.660","52537","71327","6224","13547","9596","16.98","2930804",
"performance","done","","bfs","sat-like","20","true","true","FMS-10.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","2157","2157","1.100","2501413200","1437","1505","1365","2048","1.11","2898604",
"statistics","done","","bfs","sat-like","20","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","134450","134450","14.320","6.46501806116397e+31","1391","2000","2598","1596","14.39","2924424",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1795.41","3915004","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","circadian_clock-000010.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","384","384","0.040","644204","118","824","464","1914","0.05","2888584",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","lamport_fmea-8.pnml","315","666","2934","0","tg,bs,hf","0.160","315","666","","","","","","","","","1795.56","3934572","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.530","830","800","","","","","","","","","1796.78","3654404","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1778.70","3941160","","","","","","",
