"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","oomem","mddtable","bfs","sat-like","20","true","true","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.690","3806","506","","","","","","","","","222.86","3920432","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","cs_repetitions-2-unfolded.pnml","23","28","92","0","tg,bs,hf","0.000","23","28","539","539","0.050","7424","631","258","338","260","0.05","2741340",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T04-unfolded.pnml","454","6994","59152","0","tg,bs,hf","148.200","454","6994","","","","","","","","","1796.91","3681292","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.020","100","684","","","","","","","","","1794.60","3944984","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","845","845","0.860","98254","5453","4354","4698","28572","0.88","2896992",
"performance","done","","bfs-prev","sat-like","20","true","true","rwmutex-r10w50.pnml","130","120","1260","0","tg,bs,hf","0.040","130","120","610","610","0.220","1074","2614","2520","3472","102560","0.28","2892672",
"performance","done","","bfs","sat-like","20","true","true","lamport_fmea-3.pnml","100","156","664","0","tg,bs,hf","0.010","100","156","6685","6685","1.430","19742","7392","678","1274","781","1.46","2895072",
"performance","done","","chain","sat-like","20","true","true","cs_repetitions-3-unfolded.pnml","58","81","279","0","tg,bs,hf","0.000","58","81","1842","1842","2.650","134074721","9074","1092","1407","1206","2.66","2897160",
"performance","oomem","mddtable","chain","sat-like","20","true","true","QCertifProtocol_22-unfold.pnml","1966","356","4323","0","tg,bs,hf","0.510","1966","356","","","","","","","","","607.84","3951760","","","","","","",
"performance","error","badmodel","bfs-prev","sat-like","20","true","true","parking_4_16.pnml","305","433","1289","","","","","","","","","","","","","","0.00","92","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","database4UNFOLD.pnml","140","128","416","0","tg,bs,hf","0.010","140","128","3597","3597","26.890","4717886881","394610","832","1281","1024","27.02","2918800",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S04-J04-T08-unfolded.pnml","712","4012","27744","0","tg,bs,hf","28.160","712","4012","","","","","","","","","1796.26","3907612","","","","","","",
"performance","error","badmodel","chain-prev","sat-like","20","true","true","parking_4_32.pnml","529","785","2329","","","","","","","","","","","","","","0.01","92","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","24","24","0.000","8","19","40","50","28","0.00","1192768",
"statistics","ootime","killed","chain","sat-like","20","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","","","","","","","","","1797.86","238684","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S10-J80-unfolded.pnml","1614","13500","119759","0","tg,bs,hf","1062.580","1614","13500","","","","","","","","","1796.00","3327752","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.000","32","45","690","690","0.050","832","842","436","894","766","0.06","2874588",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_10x10_50.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1787.96","3944980","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","14.290","618","3190","","","","","","","","","1797.30","3073672","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","angiogenesis-01.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","568","568","0.010","110","275","288","462","254","0.02","2602240",
"performance","ootime","killed","bfs","sat-like","20","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","1797.04","448988","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","CircularTrain-024.pnml","48","24","96","0","tg,bs,hf","0.000","48","24","838","838","0.060","86515","993","224","284","232","0.07","2888708",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","","","","","","","","","1777.55","3939852","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","156","156","0.000","92","55","96","132","98","0.01","2808844",
"performance","done","","bfs-prev","sat-like","20","true","true","cs_repetitions-2-unfolded.pnml","23","28","92","0","tg,bs,hf","0.000","23","28","539","539","0.070","7424","631","258","338","260","0.07","2790488",
"performance","done","","bfs-prev","sat-like","20","true","true","unf-8x8-4stageSEN-01.pnml","168","592","3456","0","tg,bs,hf","0.230","168","592","9626","9626","17.250","52537","71327","6224","13547","9596","17.60","2932856",
"performance","ootime","killed","bfs","sat-like","20","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","1795.34","384536","","","","","","",
"performance","done","","chain","sat-like","20","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","192","192","0.000","153","170","176","227","128","0.01","2552984",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.200","1600","12324","","","","","","","","","1792.88","4064400","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1784.42","3941620","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d3r7.pnml","4209","3518","25540","0","tg,bs,hf","5.830","4209","3518","","","","","","","","","1796.00","4021276","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","458.200","632","10500","","","","","","","","","1797.11","3238716","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.040","768","384","","","","","","","","","1794.22","3943852","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","CircularTrain-012.pnml","24","12","48","0","tg,bs,hf","0.000","24","12","180","180","0.000","195","249","112","148","116","0.01","2501440",
"statistics","ootime","killed","bfs","sat-like","20","true","true","dekker-200.pnml","1000","40400","320400","0","tg,bs,hf","","","","","","","","","1797.32","595476","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.010","41","55","363","363","0.020","1863","464","390","539","340","0.04","2816036",
"performance","done","","bfs-prev","sat-like","20","true","true","SafeBus-06-unfolded.pnml","144","451","2968","0","tg,bs,hf","0.140","144","451","53129","53129","997.500","6816756","723331","4424","9651","10073","997.92","3925112",
"performance","ootime","killed","bfs","sat-like","20","true","true","sg-10-5-10.pnml","1380","1640","6560","0","tg,bs,hf","0.290","1380","1640","","","","","","","","","1795.14","3958024","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.000","32","45","1089","1089","0.060","832","842","436","894","766","0.07","2888924",
"performance","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_30x30_100.pnml","900","6844","13688","0","tg,bs,hf","1.160","900","6844","","","","","","","","","1731.87","3989716","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","raft_03.pnml","53","98","328","53","tg,bs,hf","0.000","53","98","1914","1914","0.180","33819621","1270","434","320","320","0.18","2889408",
"performance","done","","chain","sat-like","20","true","true","HouseConstruction-005.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","312","312","0.110","1187984","3176","970","811","1463","0.12","2888752",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_30x30_50.pnml","900","6844","13688","0","tg,bs,hf","1.270","900","6844","","","","","","","","","1789.39","3987968","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","dekker-20.pnml","100","440","3240","0","tg,bs,hf","0.170","100","440","","","","","","","","","1793.09","2987840","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","MAPK-40.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","12030","12030","800.370","478293389221095","24492","25435","20770","128280","800.68","3939504","549232","25333338","9445595","18563","1549841262","374233211",
"performance","ootime","killed","bfs","sat-like","20","true","true","angiogenesis-15.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1796.99","3800312","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1769.02","3939272","","","","","","",
"performance","oomem","mddtable","chain","sat-like","20","true","true","unf-8x8-4stageSEN-50.pnml","168","592","3456","0","tg,bs,hf","0.260","168","592","","","","","","","","","217.68","3946604","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","philo_dyn-3-unfolded.pnml","30","84","564","0","tg,bs,hf","0.010","30","84","","","","","","","","","1795.88","3824852","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1794.66","3913248","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.120","264","536","","","","","","","","","1775.85","3936896","","","","","","",
"performance","done","","chain","sat-like","20","true","true","MultiwaySync.pnml","222","472","1496","222","tg,bs,hf","0.050","222","472","39986","39986","2.450","5.25959973093851e+19","1843","2228","1476","1476","2.55","2896772",
"statistics","done","","bfs-prev","sat-like","20","true","true","UtahNoC.pnml","216","977","2905","216","tg,bs,hf","0.230","216","977","220172","220172","163.760","4759924249","26049","3794","2919","2877","164.08","3186620",
"performance","ootime","killed","chain","sat-like","20","true","true","HouseConstruction-100.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1778.10","3939272","","","","","","",
"performance","done","","chain","sat-like","20","true","true","IOTP_c12m10p15d17.pnml","111","45","224","0","tg,bs,hf","0.010","111","45","11356","11356","1194.060","92677131972792","1489974","9674","8137","11839","1194.46","3819308",
"performance","done","","chain","sat-like","20","true","true","closed_system4.pnml","231","202","846","0","tg,bs,hf","0.020","231","202","14030","14030","2.730","2409739","11055","1446","1944","1053","2.76","2896484",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J04-T10-unfolded.pnml","870","5034","34774","0","tg,bs,hf","49.120","870","5034","","","","","","","","","1796.45","3162972","","","","","","",
"statistics","ootime","killed","chain","sat-like","20","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","86.490","961","27931","","","","","","","","","1796.75","3371240","","","","","","",
"performance","done","","chain","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.000","14","65","325","325","0.500","98254","5453","4354","4698","28572","0.50","2890112",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.470","3455","2730","","","","","","","","","1787.42","4004664","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.070","253","442","60098","60098","918.090","3.55265029627049e+35","659990","2206","1616","1616","918.38","3944288",
"performance","done","","chain","sat-like","20","true","true","BridgeAndVehicles-V10-P10-N10-unfolded.pnml","48","288","2090","0","tg,bs,hf","0.070","48","288","22145","22145","58.790","1770956","113875","4954","10564","37734","58.91","2933604",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","dekker-100.pnml","500","10200","80200","0","tg,bs,hf","1628.140","500","10200","","","","","","","","","1797.00","3081648","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","1797.29","449916","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","2D8_gradient_10x10_10.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","20420","20420","14.040","42634215112710","6490","58140","52668","45144","14.11","2988544",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.610","3455","2730","","","","","","","","","1786.67","4003620","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","173.160","506","7154","","","","","","","","","1785.06","3390512","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","55.010","108","2228","","","","","","","","","1795.48","3972144","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","48","48","0.010","92","55","96","132","98","0.01","2288640",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.660","1019","850","","","","","","","","","1795.11","3249512","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","soli1.pnml","66","76","456","0","tg,bs,hf","0.010","66","76","10528","10528","1442.960","187636299","4066413","912","912","608","1444.47","3940140",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","24","24","0.000","8","19","40","50","28","0.00","889668",
"performance","done","","chain","sat-like","20","true","true","erk-000100.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","2222","2222","406.800","15914114086","26361","61250","58984","14522386","406.83","3834716",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.510","830","800","","","","","","","","","1796.99","3654400","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.140","1030","1020","16362","16362","83.290","1524","229089","24120","34068","1025060","88.18","2929396",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","TokenRing-40-unfolded.pnml","1681","65641","262564","0","tg,bs,hf","404.960","1681","65641","","","","","","","","","1796.81","4073044","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","SwimmingPool-7.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","1008","1008","1711.650","4160404431","5777774","67060","51960","1306347","1713.09","3369732",
"performance","done","","bfs","sat-like","20","true","true","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","707","707","1.200","89621","6729","1705","1365","5327","1.20","2893772",
"performance","done","","bfs","sat-like","20","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.010","69","96","2022","2022","0.090","380","888","344","723","409","0.10","2891392",
"performance","done","","bfs","sat-like","20","true","true","MultiwaySync.pnml","222","472","1496","222","tg,bs,hf","0.050","222","472","45555","45555","3.200","5.25959973093851e+19","1843","2228","1476","1476","3.29","2901480",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.120","735","570","","","","","","","","","1794.11","3947176","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S05-J20-unfolded.pnml","349","1210","8824","0","tg,bs,hf","2.300","349","1210","","","","","","","","","1795.52","3962024","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-C-50.pnml","300","200","894","0","tg,bs,hf","0.010","300","200","1823","1823","0.220","4.87175380081244e+28","2669","1788","3116","2636","0.27","2896896",
"statistics","done","","bfs","sat-like","20","true","true","RAS-R-15.pnml","60","32","150","0","tg,bs,hf","0.000","60","32","2530","2530","0.050","278528","201","300","388","236","0.06","2815768",
"performance","error","boostperm","bfs-prev","sat-like","20","true","true","railroad-020-pt.pnml","218","506","2968","0","tg,bs,hf","","","","","","","","","","","","0.23","7632","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","SafeBus-06-unfolded.pnml","144","451","2968","0","tg,bs,hf","0.120","144","451","","","","","","","","","1797.23","3391648","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.470","138","2348","","","","","","","","","1797.19","3151128","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1765.92","3941292","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J06-T10-unfolded.pnml","966","5354","36134","0","tg,bs,hf","44.170","966","5354","","","","","","","","","1795.19","3349192","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.710","2127","1674","","","","","","","","","1788.33","3966600","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","cs_repetitions-10-unfolded.pnml","1311","2300","8700","0","tg,bs,hf","3.660","1311","2300","","","","","","","","","1796.16","3969392","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","circadian_clock-100000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","1783.87","3941636","","","","","","",
"statistics","done","","chain","sat-like","20","true","true","2D8_gradient_5x5_10.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","940","940","0.290","131128140","1540","12240","11088","9504","0.50","2893904","3214","57804","105345","402","856884","463134",
"statistics","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S10-J40-unfolded.pnml","854","12340","113999","0","tg,bs,hf","783.280","854","12340","","","","","","","","","1797.15","3272712","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","cs_repetitions-5-unfolded.pnml","206","325","1175","0","tg,bs,hf","0.060","206","325","","","","","","","","","1792.83","3945044","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","FMS-5.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","211","211","0.010","2895018","432","580","525","543","0.02","2823112",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","rwmutex-r100w10.pnml","320","220","2640","0","tg,bs,hf","0.170","320","220","","","","","","","","","1797.30","2900632","","","","","","",
"statistics","done","","chain","sat-like","20","true","true","CircularTrain-012.pnml","24","12","48","0","tg,bs,hf","0.000","24","12","124","124","0.010","195","249","112","148","116","0.20","2888568","287","783","1165","84","4975","8013",
"performance","done","","bfs","sat-like","20","true","true","open_system_0.pnml","198","176","730","0","tg,bs,hf","0.010","198","176","24470","24470","2.610","2776936","3577","1250","1670","911","2.65","2895960",
"performance","error","boostperm","bfs","sat-like","20","true","true","eratosthenes-100.pnml","99","283","849","0","tg,bs,hf","","","","","","","","","","","","0.02","92","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","raft_06.pnml","188","332","1231","188","tg,bs,hf","0.040","188","332","14553","14553","53.550","2.9094385723768e+26","110145","1631","1196","1196","53.65","3099744",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","sg-4-2-4.pnml","240","272","1088","0","tg,bs,hf","0.010","240","272","","","","","","","","","1781.83","3943760","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.070","253","442","53924","53924","916.770","3.55265029627049e+35","659990","2206","1616","1616","917.06","3939116",
"performance","ootime","killed","bfs","sat-like","20","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.530","830","800","","","","","","","","","1773.93","3415328","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","erk-010000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1768.13","3943252","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","CircularTrain-768.pnml","1536","768","3072","0","tg,bs,hf","0.110","1536","768","","","","","","","","","1796.41","3863536","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","cs_repetitions-5-unfolded.pnml","206","325","1175","0","tg,bs,hf","0.050","206","325","","","","","","","","","1792.27","3840596","","","","","","",
"statistics","done","","bfs-prev","sat-like","20","true","true","Peterson-2.pnml","102","126","384","0","tg,bs,hf","0.020","102","126","14307","14307","1.230","20754","3569","672","868","594","1.49","2895472","4175","97830","158178","171","1560843","1934296",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_5x5_250.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1785.27","3939848","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","raft_02.pnml","28","52","159","28","tg,bs,hf","0.000","28","52","852","852","0.020","7381","213","211","156","156","0.27","2890956","382","5870","1978","80","41705","27065",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.010","51","84","","","","","","","","","1783.51","3940320","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d5r3.pnml","3717","3222","28404","0","tg,bs,hf","9.900","3717","3222","","","","","","","","","1795.05","3686560","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-NT-S05-J30-unfolded.pnml","489","1400","9764","0","tg,bs,hf","2.300","489","1400","","","","","","","","","1797.11","3190676","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","414","414","0.010","1501","349","248","248","208","0.02","2849688",
"statistics","ootime","killed","bfs","sat-like","20","true","true","SafeBus-10-unfolded.pnml","316","1631","11384","0","tg,bs,hf","1.990","316","1631","","","","","","","","","1796.85","3637076","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.570","264","536","","","","","","","","","1795.88","3871828","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","angiogenesis-20.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1791.95","3939572","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","QCertifProtocol_10-unfold.pnml","550","176","1287","0","tg,bs,hf","0.050","550","176","","","","","","","","","1794.35","3945900","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.710","2127","1674","","","","","","","","","1791.07","3966136","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","dekker-200.pnml","1000","40400","320400","0","tg,bs,hf","","","","","","","","","1797.54","594400","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T08-unfolded.pnml","810","14014","118428","0","tg,bs,hf","1188.150","810","14014","","","","","","","","","1796.45","3443540","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","HouseConstruction-010.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","1854","1854","8.080","1663565805","30151","3240","2596","10208","8.10","2952088",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.660","1019","850","","","","","","","","","1797.29","3251560","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","1043.38","3940396","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","raft_06.pnml","188","332","1231","188","tg,bs,hf","0.040","188","332","14553","14553","52.690","2.9094385723768e+26","110145","1631","1196","1196","52.79","3101800",
"performance","ootime","killed","bfs","sat-like","20","true","true","erk-000100.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1787.34","3939144","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","HouseConstruction-010.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","1854","1854","6.680","1663565805","30151","3240","2596","10208","6.69","2960220",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1793.37","3318512","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S04-J06-T10-unfolded.pnml","966","5354","36134","0","tg,bs,hf","51.210","966","5354","","","","","","","","","1797.19","3281560","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","rwmutex-r10w20.pnml","70","60","540","0","tg,bs,hf","0.010","70","60","176","176","0.060","1044","1006","1080","1488","41060","0.08","2776824",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.520","2500","2500","7477","7477","8.430","3.636029179587e+238","16679","16000","22119","14000","10.86","2998668",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","888.79","3958156","","","","","","",
"performance","done","","chain","sat-like","20","true","true","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","7.900","10000","10000","29978","29978","107.900","1.74787125172265161e+954","66773","64000","88468","56000","149.98","3945064",
"performance","sigsegfault","sendinfo","bfs","sat-like","20","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","44.77","158672","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","dekker-50.pnml","250","2600","20100","0","tg,bs,hf","5.630","250","2600","","","","","","","","","1793.99","3265132","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S05-J80-unfolded.pnml","1189","2350","14464","0","tg,bs,hf","5.040","1189","2350","","","","","","","","","1797.26","3004112","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T04-unfolded.pnml","454","6994","59152","0","tg,bs,hf","159.370","454","6994","","","","","","","","","1795.71","3957872","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","Kanban-10.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","2256","2256","3.930","1005927208","1166","1835","1540","67716","3.93","2931588",
"performance","sigsegfault","sendinfo","chain","sat-like","20","true","true","neoelection-7.unf.pnml","7128","14112","81968","0","tg,bs,hf","","","","","","","","","","","","152.75","305060","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-R-5.pnml","20","12","50","0","tg,bs,hf","0.000","20","12","72","72","0.000","112","61","100","128","76","0.00","2677788",
"performance","ootime","killed","chain","sat-like","20","true","true","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.100","735","570","","","","","","","","","1795.78","3948972","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.000","41","55","216","216","0.010","1863","464","390","539","340","0.02","2873348",
"statistics","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V80-P20-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","1064.650","228","8588","","","","","","","","","1797.07","3178764","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","distributeur-01-unfolded-10.pnml","120","111160","1026520","0","tg,bs,hf","","","","","","","","","1794.37","1992584","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","SafeBus-15-unfolded.pnml","621","4771","34549","0","tg,bs,hf","17.010","621","4771","","","","","","","","","1797.39","3036384","","","","","","",
