"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus",
"performance","done","","chain-prev","sat-like","2147483647","true","true","IBM703.pnml","262","284","572","0","tg,bs,hf","0.010","262","284","11644","11644","1.840","8370","1192","1144","1432","860","1.87","2896600",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.010","51","84","","","","","","","","","1233.34","3940304","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.090","1030","1020","11220","11220","66.530","1524","229089","24120","34068","1025060","71.33","2943700",
"performance","done","","chain","sat-like","2147483647","true","true","HouseConstruction-020.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","522","522","25.540","13665907559010","428701","12680","10241","98098","25.64","2952080",
"performance","oomem","cache","bfs-prev","sat-like","2147483647","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","42.630","25000","25000","","","","","","","","","53.84","3324684","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","2147483647","true","true","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.650","3806","506","","","","","","","","","91.78","3875276","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.120","264","536","","","","","","","","","1790.17","3947744","","","","","","",
"performance","done","","chain","sat-like","2147483647","true","true","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","24442","24442","2.640","25632","4349","1158","1838","955","2.69","2893944",
"performance","oomem","regroup","bfs-prev","sat-like","2147483647","true","true","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","142.56","3992776","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.160","900","6844","","","","","","","","","1783.77","3987988","","","","","","",
"statistics","ootime","explore","bfs-prev","sat-like","2147483647","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.600","480","690","","","","","","","","","1791.77","3946140","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1753.79","3941304","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.010","117","176","","","","","","","","","1783.70","3941180","","","","","","",
"statistics","ootime","explore","chain-prev","sat-like","2147483647","true","true","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.480","768","384","","","","","","","","","1780.62","3946064","","","","","","",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","2147483647","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","42.81","158668","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.500","138","2348","","","","","","","","","1793.16","3318496","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","PolyORB-LF-S02-J06-T10-unfolded.pnml","844","1812","8302","0","tg,bs,hf","1.230","844","1812","","","","","","","","","1795.00","3260740","","","","","","",
"statistics","done","","bfs-prev","sat-like","2147483647","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.010","65","97","3104","3104","0.190","31745","657","407","275","260","0.42","2891972","2135","21091","13082","140","176171","200742",
"performance","oomem","mddtable","bfs-prev","sat-like","2147483647","true","true","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.010","75","92","","","","","","","","","1029.44","3940620","","","","","","",
"performance","done","","bfs","sat-like","2147483647","true","true","2D8_gradient_10x10_10.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","34884","34884","82.780","42634215112710","6490","58140","52668","45144","82.85","3099140",
"performance","error","boostperm","chain-prev","sat-like","2147483647","true","true","eratosthenes-200.pnml","199","699","2097","0","tg,bs,hf","","","","","","","","","","","","0.10","8384","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","PolyORB-LF-S02-J04-T08-unfolded.pnml","614","1242","5732","0","tg,bs,hf","0.620","614","1242","","","","","","","","","1780.71","3450056","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","1795.61","3944580","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1775.34","3939592","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","PolyORB-LF-S06-J04-T08-unfolded.pnml","810","14014","118428","0","tg,bs,hf","1067.250","810","14014","","","","","","","","","1796.55","3419608","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","666","666","0.030","1501","349","248","248","208","0.04","2593692",
"performance","error","boostperm","chain","sat-like","2147483647","true","true","eratosthenes-100.pnml","99","283","849","0","tg,bs,hf","","","","","","","","","","","","0.02","88","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.390","476","920","","","","","","","","","1794.67","3953552","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1759.24","3939256","","","","","","",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","794.30","3940388","","","","","","",
"statistics","done","","chain","sat-like","2147483647","true","true","rwmutex-r10w2000.pnml","4030","4020","48060","0","tg,bs,hf","930.390","4030","4020","8040","8040","166.810","3024","21592","96120","136126","4100060","1107.56","3181860","21592","298273","4199556","4098","58987549","36671101",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.860","128","1328","","","","","","","","","1796.39","3589412","","","","","","",
"statistics","ootime","regroup","bfs-prev","sat-like","2147483647","true","true","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","","","","","","","","","","","","1797.25","598040","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","angiogenesis-05.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","4032","4032","22.500","42734935","11992","2999","2744","4011","22.51","3050740",
"performance","ootime","regroup","chain-prev","sat-like","2147483647","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","","","","1797.86","385932","","","","","","",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","sg-8-4-8.pnml","896","1056","4224","0","tg,bs,hf","0.150","896","1056","","","","","","","","","231.88","3951484","","","","","","",
"performance","oomem","cache","chain-prev","sat-like","2147483647","true","true","hc5k3p3b15.pnml","9153","25110","100440","0","tg,bs,hf","69.790","9153","25110","","","","","","","","","74.17","1201068","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1792.93","3934400","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","","","","","","","","","1782.42","3939824","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","848.330","474","11760","","","","","","","","","1795.06","3634140","","","","","","",
"statistics","ootime","explore","bfs-prev","sat-like","2147483647","true","true","HouseConstruction-100.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1776.89","3941328","","","","","","",
"performance","ootime","regroup","chain-prev","sat-like","2147483647","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","","","","","","","","","","","","1794.91","1498896","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.450","3455","2730","","","","","","","","","1797.04","3206336","","","","","","",
"performance","done","","chain-prev","sat-like","2147483647","true","true","ProductionCell.pnml","176","134","513","176","tg,bs,hf","0.010","176","134","9514","9514","47.220","11329291100161","16311","718","502","1556","47.25","3098512",
"performance","oomem","mddtable","bfs-prev","sat-like","2147483647","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.820","1408","2400","","","","","","","","","1127.91","3965232","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","2147483647","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.710","1408","2400","","","","","","","","","1036.54","3965224","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1779.36","3943172","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","190.170","1202","13457","","","","","","","","","1782.76","4108892","","","","","","",
"statistics","ootime","explore","chain","sat-like","2147483647","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","297.630","3020","2020","","","","","","","","","1795.68","2959400","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","closed_system2.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","75144","75144","37.050","349874","8904","1446","1944","1053","37.09","3108024",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.450","138","2348","","","","","","","","","1794.44","3966672","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","unf-8x8-4stageSEN-02.pnml","168","592","3456","0","tg,bs,hf","0.230","168","592","","","","","","","","","1792.80","3948668","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","unf-8x8-4stageSEN-10.pnml","168","592","3456","0","tg,bs,hf","0.240","168","592","","","","","","","","","1794.62","3938424","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.570","2500","2500","","","","","","","","","1772.72","3982712","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.010","69","96","2304","2304","0.120","380","888","344","723","409","0.14","2891532",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.160","1600","12324","","","","","","","","","1793.23","4062700","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","2D8_gradient_50x50_150.pnml","2500","19404","38808","0","tg,bs,hf","7.090","2500","19404","","","","","","","","","1792.94","4225312","","","","","","",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","sg-13-6-13.pnml","2301","2756","11024","0","tg,bs,hf","0.800","2301","2756","","","","","","","","","144.38","3983552","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","2D8_gradient_20x20_10.pnml","400","2964","5928","0","tg,bs,hf","0.300","400","2964","","","","","","","","","1792.16","3958188","","","","","","",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.810","1408","2400","","","","","","","","","169.60","3963620","","","","","","",
"performance","done","","chain","sat-like","2147483647","true","true","ring.pnml","139","87","410","0","tg,bs,hf","0.010","139","87","2175","2175","124.180","902651904000","4834","772","1081","751","124.19","3579496",
"performance","done","","bfs","sat-like","2147483647","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","3104","3104","0.230","31745","657","407","275","260","0.23","2891572",
"performance","done","","chain","sat-like","2147483647","true","true","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.010","192","96","4704","4704","52.040","2.59130027829661e+21","16297","896","1102","928","52.06","3131260",
"performance","done","","chain","sat-like","2147483647","true","true","RAS-C-15.pnml","90","60","264","0","tg,bs,hf","0.000","90","60","240","240","0.030","578878464","768","528","908","746","0.04","2857484",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","QCertifProtocol_22-unfold.pnml","1966","356","4323","0","tg,bs,hf","0.460","1966","356","","","","","","","","","115.47","3872512","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","997.150","894","14334","","","","","","","","","1796.66","3282372","","","","","","",
"performance","done","","chain","sat-like","2147483647","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.000","41","55","165","165","0.010","1863","464","390","539","340","0.02","2867224",
"performance","done","","chain","sat-like","2147483647","true","true","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","120","120","18.160","1048586","1608","1120","1550","20971660","18.17","2891552",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","PolyORB-LF-S04-J04-T10-unfolded.pnml","870","5034","34774","0","tg,bs,hf","41.740","870","5034","","","","","","","","","1796.70","3216188","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","18.710","198","3728","","","","","","","","","1793.06","3991000","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","","","","","","","","","1767.06","3948424","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","105.470","961","27931","","","","","","","","","1795.13","3701188","","","","","","",
"statistics","error","boostperm","bfs","sat-like","2147483647","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.750","1330","2030","","","","","","","","","1793.46","3963840","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","2147483647","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","38.46","158668","","","","","","",
"performance","ootime","regroup","bfs","sat-like","2147483647","true","true","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","","","","1796.86","1047904","","","","","","",
"performance","done","","chain","sat-like","2147483647","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","55","55","0.000","13","27","68","79","43","0.00","1571592",
"performance","done","","chain","sat-like","2147483647","true","true","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","168","168","0.210","89621","6729","1705","1365","5327","0.22","2888652",
"performance","oomem","mddtable","chain-prev","sat-like","2147483647","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.230","1119","874","","","","","","","","","1165.17","3948840","","","","","","",
"performance","done","","chain-prev","sat-like","2147483647","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","198","198","0.010","1501","349","248","248","208","0.02","2888628",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.260","121","1111","144430","144430","5.820","58905","3160","2040","8696","5838","6.18","2922128",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.310","68","548","","","","","","","","","1794.95","3934360","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","2147483647","true","true","echo-d3r3.pnml","265","206","1252","0","tg,bs,hf","0.030","265","206","","","","","","","","","1702.98","3943480","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1788.52","3941932","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1762.43","3941304","","","","","","",
"performance","done","","bfs","sat-like","2147483647","true","true","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","1407","1407","45.050","3408031","62174","6035","4735","35247","45.07","2958048",
"statistics","oomem","mddtable","chain-prev","sat-like","2147483647","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","1472.83","3939676","","","","","","",
"performance","oomem","cache","bfs","sat-like","2147483647","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","42.760","25000","25000","","","","","","","","","53.89","3326480","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","550.480","632","10500","","","","","","","","","1796.94","3398620","","","","","","",
"performance","done","","chain-prev","sat-like","2147483647","true","true","IOTP_c1m1p1d1.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","1980","1980","0.060","204","629","446","568","177","0.07","2891580",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.360","476","920","","","","","","","","","1793.61","3953632","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","5.900","108","2228","","","","","","","","","1780.62","3339140","","","","","","",
"performance","done","","chain-prev","sat-like","2147483647","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.000","24","72","360","360","0.010","4096","52","880","936","744","0.02","2766616",
"performance","ootime","explore","chain-prev","sat-like","2147483647","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.230","900","6844","","","","","","","","","1791.98","3987892","","","","","","",
"statistics","ootime","explore","chain-prev","sat-like","2147483647","true","true","Peterson-5.pnml","834","1242","3828","0","tg,bs,hf","2.170","834","1242","","","","","","","","","1795.00","3954840","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","PolyORB-LF-S04-J04-T06-unfolded.pnml","554","2998","20754","0","tg,bs,hf","12.790","554","2998","","","","","","","","","1795.98","3967220","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","FMS-5.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","1420","1420","0.250","2895018","432","580","525","543","0.25","2891208",
"statistics","ootime","explore","chain-prev","sat-like","2147483647","true","true","erk-001000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1792.15","3939224","","","","","","",
"performance","done","","chain-prev","sat-like","2147483647","true","true","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.180","230","220","440","440","0.430","1124","883","4920","6922","205060","0.65","2896716",
"performance","ootime","explore","bfs-prev","sat-like","2147483647","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","3.720","1600","12324","","","","","","","","","1778.93","4066484","","","","","","",
"performance","done","","bfs-prev","sat-like","2147483647","true","true","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.180","230","220","2420","2420","0.660","1124","883","4920","6922","205060","0.87","2897428",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","erk-100000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1795.30","3939184","","","","","","",
"performance","oomem","mddtable","chain","sat-like","2147483647","true","true","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.020","75","92","","","","","","","","","843.63","3940616","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","2147483647","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1343.02","3939576","","","","","","",
"performance","ootime","explore","chain","sat-like","2147483647","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1792.84","3939428","","","","","","",
"performance","done","","chain","sat-like","2147483647","true","true","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","32","32","0.000","20","33","60","76","44","0.00","1526664",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","193.020","1202","13457","","","","","","","","","1784.96","4108892","","","","","","",
"performance","ootime","explore","bfs","sat-like","2147483647","true","true","SwimmingPool-5.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1794.96","3816180","","","","","","",
