"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-like","20","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","2568","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","37762","37762","2.540","17096","40453","4156","14014","21003","2.58","2901944","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","80","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.270","18424","2461","178","426","693","0.27","2895648","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","lifts.1","dve2C","tg,bs,hf","0.010","","","","","","22","135","9455","9455","0.260","2661","3570","918","11234","15918","0.28","2893288","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","chain","sat-like","20","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4928","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","20","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-like","20","synapse.5","dve2C","tg,bs,hf","0.070","902","277569","295622","36.0086","37.3091","28","167","11726","11726","3.850","83263","20695","1154","14993","41330","4.09","2899680","1355277","7294123","182875","995","","","7825783",
"performance","done","","chain","sat-like","20","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","1918","1918","0.240","29284","3114","688","1388","3112","0.25","2892896","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","2064","2064","0.310","49443","2858","214","720","1177","0.31","2894992","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","84","","","","","","","","",
"performance","done","","bfs","sat-like","20","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4002","4002","0.640","15940","3370","3230","4448","15848","0.65","2897044","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","20","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","88","","","","","","","","",
"performance","done","","chain","sat-like","20","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1606","1606","0.060","14348906","245","210","321","300","0.06","2893092","","","","","","","","",
"performance","done","","bfs","sat-like","20","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","9216","9216","7.130","495720","4017","6731","193536","23796864","7.15","2914360","","","","","","","","",
"performance","done","","chain","sat-like","20","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","21784","21784","4.590","30772","22676","2824","31204","55466","4.63","2899796","","","","","","","","",
"performance","done","","chain","sat-like","20","pgm_protocol.4","dve2C","tg,bs,hf","0.010","","","","","","122","120","28950","28950","12.800","39832","58129","4941","17699","36106","12.84","2903956","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","1107","1107","8.460","91453","4406","26077","35263","731641","8.48","2997184","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","20","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","1911","1911","0.130","7963","964","207","620","918","0.13","2892908","","","","","","","","",
"performance","error","boostperm","chain","sat-like","20","frogs.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","sat-like","20","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","52420","52420","23.950","13184427","29626","1262","2944","17685","23.97","3102364","","","","","","","","",
"performance","done","","bfs-prev","sat-like","20","synapse.7","dve2C","tg,bs,hf","0.040","","","","","","28","221","30966","30966","19.130","10198141","122405","2276","16980","75383","19.22","2967424","","","","","","","","",
