"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"statistics","ootime","explore","bfs-prev","sat-like","40","true","true","PolyORB-NT-S05-J60-unfolded.pnml","909","1970","12584","0","tg,bs,hf","48.880","909","1970","","","","","","","","","1796.11","3971364","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","shared_memory-pt-10.pnml","131","210","800","0","tg,bs,hf","0.030","131","210","964","964","2.650","1830519","30896","1580","2166","1380","2.71","2893888",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","20-10_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","213.800","1202","13457","","","","","","","","","1775.31","4108916","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","1739.750","2702","30977","","","","","","","","","1796.70","1951960","","","","","","",
"statistics","ootime","explore","bfs","sat-like","40","true","true","PolyORB-LF-S02-J04-T10-unfolded.pnml","752","1572","7262","0","tg,bs,hf","12.920","752","1572","","","","","","","","","1797.35","3118576","","","","","","",
"performance","done","","chain","sat-like","40","true","true","angiogenesis-05.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","960","960","4.490","42734935","11992","2999","2744","4011","4.50","2907368",
"performance","error","badmodel","chain","sat-like","40","true","true","parking_8_32.pnml","737","993","2993","","","","","","","","","","","","","","0.01","88","","","","","","",
"statistics","ootime","explore","chain","sat-like","40","true","true","simple_lbs-10.pnml","104","605","4148","0","tg,bs,hf","2.540","104","605","","","","","","","","","1796.49","2981504","","","","","","",
"performance","done","","chain","sat-like","40","true","true","IBM5964.pnml","263","139","541","0","tg,bs,hf","0.000","263","139","477","477","0.060","15546","881","499","971","441","0.09","2893112",
"performance","done","","chain-prev","sat-like","40","true","true","raft_06.pnml","188","332","1231","188","tg,bs,hf","0.040","188","332","6674","6674","80.560","2.9094385723768e+26","110145","1631","1196","1196","80.65","3081320",
"performance","ootime","explore","bfs","sat-like","40","true","true","SwimmingPool-5.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1795.47","3932912","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.200","1119","874","","","","","","","","","1790.50","3950696","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","1407","1407","20.250","3408031","62174","6035","4735","35247","20.28","2976484",
"performance","done","","chain","sat-like","40","true","true","Philosophers-200.pnml","1000","1000","3200","0","tg,bs,hf","0.090","1000","1000","2957","2957","1.420","2.65613988875875e+95","6375","6400","8802","5600","1.83","2910460",
"performance","oomem","mddtable","bfs-prev","sat-like","40","true","true","PolyORB-NT-S05-J40-unfolded.pnml","629","1590","10704","0","tg,bs,hf","2.850","629","1590","","","","","","","","","1249.01","3910152","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","40","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.560","830","800","","","","","","","","","1751.70","3875296","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.320","400","2964","","","","","","","","","1782.24","3958160","","","","","","",
"statistics","ootime","explore","chain","sat-like","40","true","true","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","1422.130","506","7154","","","","","","","","","1794.66","3066692","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.310","68","548","","","","","","","","","1794.51","3945084","","","","","","",
"performance","ootime","regroup","chain-prev","sat-like","40","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","","","","1795.59","384652","","","","","","",
"performance","done","","chain","sat-like","40","true","true","IOTP_c3m3p3d3.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","2680","2680","1.260","354176","7062","1490","1404","754","1.28","2894648",
"performance","ootime","explore","bfs","sat-like","40","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1770.35","3621408","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","Kanban-5.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","1136","1136","0.250","2546432","316","630","540","4116","0.26","2891304",
"performance","done","","chain","sat-like","40","true","true","MAPK-8.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","360","360","0.050","6110643","668","1591","1378","2112","0.06","2831492",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","galloc_res-3.pnml","33","4791","38652","0","tg,bs,hf","49.730","33","4791","","","","","","","","","1791.54","4017212","","","","","","",
"performance","done","","chain","sat-like","40","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.020","117","176","4803","4803","505.160","30948223090688","42093","3322","3981","3856","505.21","3365676",
"performance","error","boostperm","bfs-prev","sat-like","40","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.01","88","","","","","","",
"performance","done","","bfs","sat-like","40","true","true","MAPK-40.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","10830","10830","1130.040","478293389221095","24492","25435","20770","128280","1130.06","3939460",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","SwimmingPool-9.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1781.27","3941136","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","PolyORB-LF-S04-J06-T10-unfolded.pnml","966","5354","36134","0","tg,bs,hf","46.020","966","5354","","","","","","","","","1796.62","3300000","","","","","","",
"performance","error","boostperm","chain","sat-like","40","true","true","railroad-100-pt.pnml","1018","10506","62728","0","tg,bs,hf","","","","","","","","","","","","172.67","128212","","","","","","",
"performance","ootime","regroup","chain","sat-like","40","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","","","","1797.59","386276","","","","","","",
"statistics","done","","chain-prev","sat-like","40","true","true","RAS-C-50.pnml","300","200","894","0","tg,bs,hf","0.120","300","200","1760","1760","0.570","4.87175380081244e+28","2669","1788","3116","2636","0.93","2899908","2669","6680","90277","240","620568","649830",
"performance","ootime","explore","chain","sat-like","40","true","true","TokenRing-40-unfolded.pnml","1681","65641","262564","0","tg,bs,hf","401.140","1681","65641","","","","","","","","","1796.19","3969896","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","open_system_0.pnml","198","176","730","0","tg,bs,hf","0.000","198","176","21651","21651","2.100","2776936","3577","1250","1670","911","2.13","2900564",
"performance","done","","chain","sat-like","40","true","true","Kanban-20.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","992","992","7.400","805422366595","5516","5970","5040","1532916","7.40","3029884",
"performance","ootime","explore","chain","sat-like","40","true","true","MAPK-320.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1789.79","3941604","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.810","1330","2030","","","","","","","","","1794.96","3961524","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","PolyORB-LF-S02-J04-T10-unfolded.pnml","752","1572","7262","0","tg,bs,hf","1.190","752","1572","","","","","","","","","1778.68","3610400","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","BridgeAndVehicles-V80-P20-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","4.020","188","2108","","","","","","","","","1779.91","3972236","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","erk-000010.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","891","891","0.160","47047","396","1175","979","4411","0.17","2889088",
"performance","done","","chain-prev","sat-like","40","true","true","Kanban-50.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","2432","2432","1067.830","1.04259411949013e+16","57766","32175","27540","120753516","1067.86","3939224",
"performance","done","","bfs","sat-like","40","true","true","circadian_clock-000010.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","1200","1200","0.090","644204","118","824","464","1914","0.10","2888716",
"performance","oomem","mddtable","bfs","sat-like","40","true","true","hc4k3p3b12.pnml","2457","5400","21600","0","tg,bs,hf","3.710","2457","5400","","","","","","","","","502.78","4026640","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","PolyORB-NT-S05-J80-unfolded.pnml","1189","2350","14464","0","tg,bs,hf","5.440","1189","2350","","","","","","","","","1796.78","3069744","","","","","","",
"statistics","ootime","explore","bfs","sat-like","40","true","true","rwmutex-r500w10.pnml","1520","1020","13040","0","tg,bs,hf","51.670","1520","1020","","","","","","","","","1796.92","3042864","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","97.470","1026","10461","","","","","","","","","1796.94","3277868","","","","","","",
"performance","error","badmodel","bfs","sat-like","40","true","true","parking_4_32.pnml","529","785","2329","","","","","","","","","","","","","","0.01","92","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","lamport_fmea-6.pnml","217","420","1834","0","tg,bs,hf","0.060","217","420","","","","","","","","","1792.35","3944732","","","","","","",
"performance","done","","bfs","sat-like","40","true","true","closed_system5.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","17860","17860","4.450","1657242","10287","1446","1944","1053","4.50","2896496",
"statistics","ootime","explore","chain","sat-like","40","true","true","dekker-100.pnml","500","10200","80200","0","tg,bs,hf","1659.450","500","10200","","","","","","","","","1791.45","3076884","","","","","","",
"statistics","error","boostperm","chain","sat-like","40","true","true","eratosthenes-200.pnml","199","699","2097","0","tg,bs,hf","","","","","","","","","","","","0.42","8384","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","PolyORB-NT-S05-J30-unfolded.pnml","489","1400","9764","0","tg,bs,hf","2.490","489","1400","","","","","","","","","1796.44","3233692","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","Kanban-1000.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1770.79","3941312","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","702","702","17.970","1048586","1608","1120","1550","20971660","17.98","2892328",
"performance","ootime","explore","bfs","sat-like","40","true","true","unf-8x8-4stageSEN-10.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","1791.46","3946540","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","CircularTrain-024.pnml","48","24","96","0","tg,bs,hf","0.000","48","24","774","774","0.070","86515","993","224","284","232","0.07","2888704",
"performance","ootime","explore","chain","sat-like","40","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","6.380","138","2348","","","","","","","","","1797.35","3009228","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","2D8_gradient_5x5_300.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1790.65","3939864","","","","","","",
"performance","oomem","regroup","chain","sat-like","40","true","true","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","156.20","3994744","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1759.90","3941300","","","","","","",
"performance","done","","chain","sat-like","40","true","true","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","7618","7618","1.320","25632","4349","1158","1838","955","1.36","2893804",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","1785.11","3958184","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","BridgeAndVehicles-V20-P20-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","5.920","108","2228","","","","","","","","","1794.05","3222408","","","","","","",
"performance","done","","chain","sat-like","40","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","55","55","0.000","13","27","68","79","43","0.01","1590024",
"performance","done","","chain-prev","sat-like","40","true","true","CircularTrain-048.pnml","96","48","192","0","tg,bs,hf","0.000","96","48","4284","4284","1.360","23973456915","4025","448","555","464","1.38","2896740",
"performance","error","boostperm","chain","sat-like","40","true","true","railroad-050-pt.pnml","518","2756","16378","0","tg,bs,hf","","","","","","","","","","","","5.41","30984","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.810","1330","2030","","","","","","","","","1790.00","3835192","","","","","","",
"performance","done","","chain","sat-like","40","true","true","IBMB2S565S3960.pnml","273","179","572","0","tg,bs,hf","0.010","273","179","7549","7549","92.630","1.55106359474105e+16","516339","8972","7377","8327","92.79","3045532",
"performance","ootime","explore","chain","sat-like","40","true","true","sg-4-2-4.pnml","240","272","1088","0","tg,bs,hf","0.020","240","272","","","","","","","","","1791.03","3943748","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","lamport_fmea-5.pnml","174","318","1380","0","tg,bs,hf","0.030","174","318","51522","51522","431.450","530682432","700860","1670","2840","2015","431.74","3921324",
"statistics","ootime","explore","bfs","sat-like","40","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","1.430","68","548","","","","","","","","","1793.85","3425056","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","PolyORB-LF-S06-J04-T04-unfolded.pnml","454","6994","59152","0","tg,bs,hf","161.370","454","6994","","","","","","","","","1797.28","3163680","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1796.75","3304176","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","191260","191260","21.400","6.46501806116397e+31","1391","2000","2598","1596","21.46","2975612",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1759.69","3941312","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.100","480","690","","","","","","","","","1797.22","3285284","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1773.65","3939864","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","17.760","3020","2020","","","","","","","","","1796.86","2985920","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","SafeBus-06-unfolded.pnml","144","451","2968","0","tg,bs,hf","0.130","144","451","","","","","","","","","1796.66","3643584","","","","","","",
"performance","oomem","mddtable","chain","sat-like","40","true","true","unf-8x8-4stageSEN-02.pnml","168","592","3456","0","tg,bs,hf","0.240","168","592","","","","","","","","","1734.66","3948660","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","cs_repetitions-7-unfolded.pnml","498","833","3087","0","tg,bs,hf","0.340","498","833","","","","","","","","","1793.64","3951040","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","dekker-100.pnml","500","10200","80200","0","tg,bs,hf","125.050","500","10200","","","","","","","","","1792.61","4030088","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","2D8_gradient_10x10_100.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1785.62","3944988","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","RAS-C-5.pnml","30","20","84","0","tg,bs,hf","0.000","30","20","80","80","0.010","1200","228","168","278","206","0.02","2880828",
"statistics","oomem","mddtable","chain","sat-like","40","true","true","PolyORB-NT-S05-J40-unfolded.pnml","629","1590","10704","0","tg,bs,hf","34.870","629","1590","","","","","","","","","693.34","3857824","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.000","32","45","495","495","0.050","832","842","436","894","766","0.05","2888924",
"performance","done","","chain-prev","sat-like","40","true","true","CircularTrain-192.pnml","384","192","768","0","tg,bs,hf","0.020","384","192","104322","104322","318.460","4.270230527943e+43","65770","1792","2195","1856","318.53","3779620",
"performance","ootime","explore","chain","sat-like","40","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","0.290","508","868","","","","","","","","","1793.71","3947520","","","","","","",
"performance","oomem","cache","bfs-prev","sat-like","40","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","1732.510","2601","127551","","","","","","","","","1743.98","1832344","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.720","2127","1674","","","","","","","","","1784.40","3966576","","","","","","",
"performance","sigsegfault","sendinfo","bfs","sat-like","40","true","true","neoelection-8.unf.pnml","10062","22266","129195","0","tg,bs,hf","","","","","","","","","","","","532.74","561596","","","","","","",
"statistics","ootime","explore","bfs-prev","sat-like","40","true","true","simple_lbs-10.pnml","104","605","4148","0","tg,bs,hf","2.150","104","605","","","","","","","","","1796.55","3645060","","","","","","",
"performance","ootime","explore","bfs","sat-like","40","true","true","PolyORB-NT-S05-J80-unfolded.pnml","1189","2350","14464","0","tg,bs,hf","4.960","1189","2350","","","","","","","","","1794.82","3075884","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","erk-100000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1795.82","3939156","","","","","","",
"performance","done","","chain","sat-like","40","true","true","Philosophers-100.pnml","500","500","1600","0","tg,bs,hf","0.030","500","500","1477","1477","0.440","5.15377520732011e+47","3178","3200","4402","2800","0.57","2897852",
"performance","oomem","cache","bfs","sat-like","40","true","true","hc5k3p3b15.pnml","9153","25110","100440","0","tg,bs,hf","69.610","9153","25110","","","","","","","","","74.00","1201192","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","unf-8x8-4stageSEN-01.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","7924","7924","16.480","52537","71327","6224","13547","9596","16.80","2926708",
"statistics","ootime","explore","chain","sat-like","40","true","true","raft_08.pnml","328","568","2163","328","tg,bs,hf","0.560","328","568","","","","","","","","","1795.76","2966312","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","erk-010000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1783.54","3939184","","","","","","",
"statistics","done","","chain-prev","sat-like","40","true","true","FMS-50.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","2020","2020","96.950","4.24025581818266e+17","46077","23305","22485","109188","97.21","3531752","93688","1444626","25786849","13603","160163856","159739126",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","HouseConstruction-200.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1792.12","3938052","","","","","","",
"performance","done","","chain","sat-like","40","true","true","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","7.510","10000","10000","29958","29958","112.890","1.74787125172265161e+954","66773","64000","88468","56000","165.11","3945248",
"performance","done","","bfs","sat-like","40","true","true","Kanban-10.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","2256","2256","3.490","1005927208","1166","1835","1540","67716","3.50","2912200",
"performance","done","","bfs-prev","sat-like","40","true","true","CircularTrain-192.pnml","384","192","768","0","tg,bs,hf","0.010","384","192","139224","139224","382.660","4.270230527943e+43","65770","1792","2195","1856","382.72","3936796",
"performance","done","","bfs-prev","sat-like","40","true","true","EnergyBus.pnml","157","4430","63389","157","tg,bs,hf","164.060","157","4430","524199","524199","65.510","2131836945601","26240","65401","71072","901848","230.33","3155944",
"performance","done","","chain-prev","sat-like","40","true","true","IOTP_c1m1p1d1.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","1280","1280","0.040","204","629","446","568","177","0.06","2891576",
"statistics","ootime","explore","chain-prev","sat-like","40","true","true","BridgeAndVehicles-V20-P20-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","6.260","78","968","","","","","","","","","1794.55","3826584","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","BridgeAndVehicles-V80-P20-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","4.220","188","2108","","","","","","","","","1780.73","3972236","","","","","","",
"statistics","done","","chain","sat-like","40","true","true","closed_system4.pnml","231","202","846","0","tg,bs,hf","0.090","231","202","15158","15158","5.480","2409739","11055","1446","1944","1053","5.89","2896536","13117","132478","257074","284","6276699","7192362",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.890","128","1328","","","","","","","","","1795.18","3907504","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.010","51","84","","","","","","","","","1712.18","3940320","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","40","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","523.97","3940396","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","2D8_gradient_5x5_150.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1787.20","3939872","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","1339","1339","0.050","31745","657","407","275","260","0.05","2891084",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.700","1408","2400","","","","","","","","","1787.49","3964488","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","3.220","1600","12324","","","","","","","","","1777.06","4062772","","","","","","",
"performance","done","","chain","sat-like","40","true","true","CircularTrain-024.pnml","48","24","96","0","tg,bs,hf","0.000","48","24","774","774","0.050","86515","993","224","284","232","0.06","2720768",
"performance","done","","bfs","sat-like","40","true","true","Philosophers-200.pnml","1000","1000","3200","0","tg,bs,hf","0.090","1000","1000","10920","10920","6.810","2.65613988875875e+95","6375","6400","8802","5600","7.23","2992048",
"performance","ootime","explore","bfs","sat-like","40","true","true","2D8_gradient_5x5_200.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1793.95","3939148","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","rwmutex-r10w20.pnml","70","60","540","0","tg,bs,hf","0.010","70","60","132","132","0.040","1044","1006","1080","1488","41060","0.06","2828012",
"performance","ootime","explore","chain-prev","sat-like","40","true","true","cs_repetitions-5-unfolded.pnml","206","325","1175","0","tg,bs,hf","0.050","206","325","","","","","","","","","1790.99","3945044","","","","","","",
"performance","done","","bfs","sat-like","40","true","true","RAS-R-5.pnml","20","12","50","0","tg,bs,hf","0.000","20","12","192","192","0.000","112","61","100","128","76","0.01","291220",
"performance","ootime","explore","chain","sat-like","40","true","true","sg-8-4-8.pnml","896","1056","4224","0","tg,bs,hf","0.150","896","1056","","","","","","","","","1768.89","3951568","","","","","","",
"statistics","ootime","regroup","bfs-prev","sat-like","40","true","true","PolyORB-NT-S10-J40-unfolded.pnml","854","12340","113999","0","tg,bs,hf","","","","","","","","","","","","1797.87","363820","","","","","","",
"performance","ootime","explore","chain","sat-like","40","true","true","dekker-50.pnml","250","2600","20100","0","tg,bs,hf","5.620","250","2600","","","","","","","","","1795.46","3121692","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","dekker-20.pnml","100","440","3240","0","tg,bs,hf","0.150","100","440","","","","","","","","","1794.52","3829572","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.300","68","548","","","","","","","","","1794.94","3871492","","","","","","",
"performance","done","","chain-prev","sat-like","40","true","true","circadian_clock-000010.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","384","384","0.050","644204","118","824","464","1914","0.05","2868052",
"performance","done","","bfs","sat-like","40","true","true","ring.pnml","139","87","410","0","tg,bs,hf","0.010","139","87","10917","10917","5.420","902651904000","4834","772","1081","751","5.44","2922096",
"performance","ootime","explore","chain","sat-like","40","true","true","BridgeAndVehicles-V20-P20-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","0.980","78","968","","","","","","","","","1796.93","3406364","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","40","true","true","database20UNFOLD.pnml","3260","3200","23200","0","tg,bs,hf","11.750","3260","3200","","","","","","","","","235.25","3974192","","","","","","",
"performance","done","","chain","sat-like","40","true","true","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.000","32","45","495","495","0.050","832","842","436","894","766","0.05","2774236",
"performance","done","","chain","sat-like","40","true","true","RAS-C-10.pnml","60","40","174","0","tg,bs,hf","0.000","60","40","266","266","0.020","823552","509","348","596","476","0.03","2738080",
"performance","oomem","mddtable","chain-prev","sat-like","40","true","true","shared_memory-pt-20.pnml","461","820","3200","0","tg,bs,hf","0.410","461","820","","","","","","","","","1525.78","3852104","","","","","","",
"performance","done","","bfs","sat-like","40","true","true","Philosophers-5.pnml","25","25","80","0","tg,bs,hf","0.000","25","25","150","150","0.000","243","135","160","222","140","0.01","2862148",
"statistics","done","","bfs","sat-like","40","true","true","Kanban-20.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","4496","4496","69.700","805422366595","5516","5970","5040","1532916","69.95","3290012","225793","6378522","1450627","3820","190281772","118823155",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","CircularTrain-768.pnml","1536","768","3072","0","tg,bs,hf","0.100","1536","768","","","","","","","","","1792.25","3948692","","","","","","",
"performance","done","","chain","sat-like","40","true","true","CircularTrain-192.pnml","384","192","768","0","tg,bs,hf","0.010","384","192","104322","104322","187.550","4.270230527943e+43","65770","1792","2195","1856","187.61","3136620",
"statistics","done","","bfs","sat-like","40","true","true","FMS-10.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","2820","2820","2.460","2501413200","1437","1505","1365","2048","2.71","2905032","15671","182973","73876","763","4946959","4286997",
"performance","ootime","explore","bfs-prev","sat-like","40","true","true","SwimmingPool-6.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1780.57","3941116","","","","","","",
"performance","done","","bfs-prev","sat-like","40","true","true","dekker-15.pnml","75","255","1830","0","tg,bs,hf","0.060","75","255","3519","3519","48.920","278528","174024","2820","3229","738630","49.06","2999980",
"performance","done","","bfs","sat-like","40","true","true","lamport_fmea-3.pnml","100","156","664","0","tg,bs,hf","0.010","100","156","7386","7386","1.650","19742","7392","678","1274","781","1.67","2895340",
"performance","done","","bfs-prev","sat-like","40","true","true","soli0_square5.pnml","50","84","456","0","tg,bs,hf","0.010","50","84","3724","3724","57.350","16098428","81711","912","920","576","57.41","3483428",
