"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","ootime","explore","chain","sat-loop","2147483647","2D8_gradient_30x30_150","pnml","tg,bs,hf","1.140","","","","","","900","6844","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","sat-loop","2147483647","PolyORB-LF-S02-J04-T10-unfolded","pnml","tg,bs,hf","0.960","","","","","","752","1572","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-loop","2147483647","Philosophers-100","pnml","tg,bs,hf","0.030","","","","","","500","500","1500","1500","0.960","5.15377520732011e+47","3178","3200","4402","2800","1.08","2909972","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-loop","2147483647","soli1","pnml","tg,bs,hf","0.010","","","","","","66","76","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs","sat-loop","2147483647","unf-8x8-4stageSEN-20","pnml","tg,bs,hf","0.230","","","","","","168","592","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-loop","2147483647","ProductionCell","pnml","tg,bs,hf","0.010","","","","","","176","134","9648","9648","32.270","11329291100161","16311","718","502","1556","32.29","3182972","","","","","","","","",
"performance","done","","chain","sat-loop","2147483647","IBM319","pnml","tg,bs,hf","0.010","","","","","","253","178","6408","6408","0.520","2482","1171","1008","1222","547","0.56","2895400","","","","","","","","",
"performance","ootime","explore","chain","sat-loop","2147483647","unf-8x8-4stageSEN-10","pnml","tg,bs,hf","0.220","","","","","","168","592","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","sat-loop","2147483647","database10UNFOLD","pnml","tg,bs,hf","0.470","","","","","","830","800","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","chain","sat-loop","2147483647","dekker-100","pnml","tg,bs,hf","119.730","","","","","","500","10200","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","sat-loop","2147483647","2D8_gradient_10x10_150","pnml","tg,bs,hf","0.030","","","","","","100","684","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","sat-loop","2147483647","FMS-200","pnml","tg,bs,hf","0.000","","","","","","22","20","","","","","","","","","","","","","","","","","","",
