"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-like","40","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","40","pgm_protocol.2","dve2C","tg,bs,hf","0.020","","","","","","122","120","43880","43880","2.050","17096","40453","4156","14014","21003","2.09","2901944","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","40","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","40","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.230","18424","2461","178","426","693","0.24","2894952","","","","","","","","",
"performance","done","","bfs-prev","sat-like","40","lifts.1","dve2C","tg,bs,hf","0.000","","","","","","22","135","7830","7830","0.250","2661","3570","918","11234","15918","0.25","2893240","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","40","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain","sat-like","40","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4932","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","40","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-like","40","synapse.5","dve2C","tg,bs,hf","0.060","902","277569","295622","36.0086","37.3091","28","167","5511","5511","3.280","83263","20695","1154","14993","41330","3.52","2901728","27646","1226331","","7342876","151059","994","","","7280205",
"performance","done","","chain","sat-like","40","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","690","690","0.340","29284","3114","688","1388","3112","0.34","2894976","","","","","","","","",
