"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-loop","40","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","46284","46284","2.370","17096","40453","4156","14014","21003","2.41","2904644","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","40","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.220","18424","2461","178","426","693","0.22","2894948","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","lifts.1","dve2C","tg,bs,hf","0.000","","","","","","22","135","7830","7830","0.240","2661","3570","918","11234","15918","0.25","2893244","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","40","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","40","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.03","5200","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-loop","40","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-loop","40","synapse.5","dve2C","tg,bs,hf","0.070","902","277569","295622","36.0086","37.3091","28","167","5678","5678","3.470","83263","20695","1154","14993","41330","3.72","2899752","1226435","7342981","151060","994","","","7280372",
"performance","done","","chain","sat-loop","40","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","720","720","0.320","29284","3114","688","1388","3112","0.33","2894968","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","2064","2064","0.260","49443","2858","214","720","1177","0.27","2894992","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","40","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs","sat-loop","40","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4060","4060","0.670","15940","3370","3230","4448","15848","0.68","2897068","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","40","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4932","","","","","","","","",
"performance","done","","chain","sat-loop","40","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1140","1140","0.080","14348906","245","210","321","300","0.08","2891048","","","","","","","","",
"performance","done","","bfs","sat-loop","40","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","9312","9312","7.030","495720","4017","6731","193536","23796864","7.05","2915580","","","","","","","","",
"performance","done","","chain","sat-loop","40","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","11457","11457","4.180","30772","22676","2824","31204","55466","4.22","2899768","","","","","","","","",
"performance","done","","chain","sat-loop","40","pgm_protocol.4","dve2C","tg,bs,hf","0.020","","","","","","122","120","38756","38756","12.010","39832","58129","4941","17699","36106","12.07","2905956","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","1107","1107","7.770","91453","4406","26077","35263","731641","7.79","3003504","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","40","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","1911","1911","0.110","7963","964","207","620","918","0.12","2892904","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","40","frogs.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","80","","","","","","","","",
"performance","done","","chain-prev","sat-loop","40","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","19952","19952","19.460","13184427","29626","1262","2944","17685","19.48","3132708","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","synapse.7","dve2C","tg,bs,hf","0.030","","","","","","28","221","16796","16796","58.380","10198141","122405","2276","16980","75383","58.46","3052260","","","","","","","","",
"performance","error","boostperm","bfs","sat-loop","40","frogs.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","40","frogs.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-loop","40","production_cell.1","dve2C","tg,bs,hf","","118","3050","3528","10.336","10.949","","","","","","","","","","","0.01","92","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-loop","40","telephony.2","dve2C","tg,bs,hf","","243","23767","25708","15.323","16.256","","","","","","","","","","","0.02","5496","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","40","iprotocol.6","dve2C","tg,bs,hf","0.000","","","","","","37","35","15890","15890","100.920","41387484","95004","4223","12799","54651","100.98","3665700","","","","","","","","",
"performance","done","","chain","sat-loop","40","lamport_nonatomic.2","dve2C","tg,bs,hf","0.000","","","","","","18","147","1764","1764","0.120","12958","546","497","3210","5744","0.13","2891164","","","","","","","","",
"performance","done","","chain","sat-loop","40","synapse.6","dve2C","tg,bs,hf","0.020","","","","","","28","194","6402","6402","9.220","625175","32661","1521","13919","38857","9.25","2922176","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","40","bakery.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
