"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","max-tokens","time","memory","bandwidth","profile","span","average-wavefront","RMS-wavefront","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus",
"performance","runerror","makenode","chain-prev","sat-like","","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","171.41","3840064","34","777","982","5.764","6.024","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","2D8_gradient_10x10_50.pnml","100","684","1368","0","tg,bs,hf","0.290","100","684","39570","39570","67.330","1.34191072731546e+40","130050","974700","941868","906984","50","67.72","3651728","690","416815","452605","45.01069","47.83562",
"performance","ootime","noresponse","chain","sat-like","","true","true","BridgeAndVehicles-V50-P20-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","","","","","","","","","","","","","","","37282","557637012","559908164","186.3242474","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","","","","","","","","","","","","","","","20528","821309447","945896853","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","BridgeAndVehicles-V20-P10-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","6.200","78","968","","","","","","","","","","","","6532","16706067","16910459","88.486215","90.4986","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","database4UNFOLD.pnml","140","128","416","0","tg,bs,hf","0.040","140","128","20","20","0.010","4","163","20","59","20","1","0.07","2859868","520","63249","77399","48.6418","53.7687",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","angiogenesis-10.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","","","","206","14587","16457","18.274","19.476","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","","","","","","","","","","","","","","","58","1080994","1409117","","","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","Kanban-5.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","196","196","0.040","2546432","316","630","540","4116","5","0.04","2893216","34","777","982","5.764","6.024",
"performance","ootime","noresponse","bfs","sat-like","","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","","true","true","railroad-020-pt.pnml","218","506","2968","0","tg,bs,hf","","","","","","","","","","","","","1.06","11056","3114","3063779","3198038","126.42041","133.90995","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.440","768","384","3","3","0.050","2","775","8","12","3","2","0.62","2865216","48","50614","62376","10.52902","10.57196",
"performance","done","","bfs-prev","sat-like","","true","true","BridgeAndVehicles-V10-P10-N10-unfolded.pnml","48","288","2090","0","tg,bs,hf","0.350","48","288","53221","53221","20.640","259556","88205","4108","9624","13294","10","21.05","2916372","1882","1351587","1392332","55.17668","56.85824",
"performance","done","","bfs-prev","sat-like","","true","true","rwmutex-r10w20.pnml","70","60","540","0","tg,bs,hf","0.040","70","60","4","4","0.000","2","73","12","12","4","1","0.05","1804460","646","187098","206308","66.0433","72.1268",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","3.66","2990144","17","351","477","6.667","7.016","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","circadian_clock-001000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","","","","32","1009","1382","8.268","8.642","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","35.270","1408","2400","","","","","","","","","","","","2007","6581655","7985913","217.036918","238.286987","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","2D8_gradient_50x50_150.pnml","2500","19404","38808","0","tg,bs,hf","","","","","","","","","","","","","","","3540","66243354","72222634","","","","","","","","",
"statistics","ootime","noresponse","chain-prev","sat-like","","true","true","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","2.090","168","592","","","","","","","","","","","","3155","3792638","3986841","102.2825","110.43093","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","BridgeAndVehicles-V80-P20-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","153.150","198","3728","","","","","","","","","","","","25372","251141673","253654200","321.625763","330.661343","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","20","20","0.000","4","50","16","38","16","1","0.01","2256516","37","2111","2964","9.0886","9.3036",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","SafeBus-15-unfolded.pnml","621","4771","34549","0","tg,bs,hf","","","","","","","","","","","","","","","31875","381402908","406263989","1207.21045","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","72.610","900","6844","","","","","","","","","","","","1820","13356953","14274069","136.233016","143.0314","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","249.500","1600","12324","","","","","","","","","","","","2680","32948755","35614414","197.0817432","209.8546478","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","soli1.pnml","66","76","456","0","tg,bs,hf","0.030","66","76","","","","","","","","","","","","353","59733","74043","42.1505","45.1431","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","distributeur-01-unfolded-10.pnml","120","111160","1026520","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","44.630","1030","1020","4","4","0.130","2","1033","12","12","4","1","45.46","2867756","12321","84621105","89906649","1075.26938","1218.90916",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","unf-8x8-4stageSEN-05.pnml","168","592","3456","0","tg,bs,hf","1.910","168","592","","","","","","","","","","","","3155","3792638","3986841","102.2825","110.43093","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","TokenRing-15-unfolded.pnml","256","3616","14464","0","tg,bs,hf","50.330","256","3616","7900330","7900330","177.450","35357924","12893","5610","28201","18893","1","228.28","3070988","4683","25990527","29691452","442.815829","470.633506",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","","","","","","","","","","","","","","","70795","1977637416","2074864510","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","","","","","","","","","","","","","","","2680","32948755","35614414","197.0817432","","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","Kanban-10.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","326","326","0.460","1005927208","1166","1835","1540","67716","10","0.47","2901396","34","777","982","5.764","6.024",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","circadian_clock-100000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","","","","32","1009","1382","8.268","8.642","","","","","","",
"performance","done","","bfs","sat-like","","true","true","BridgeAndVehicles-V10-P10-N10-unfolded.pnml","48","288","2090","0","tg,bs,hf","0.360","48","288","53221","53221","23.850","259556","88205","4108","9624","13294","10","24.26","2917964","1882","1351587","1392332","55.17668","56.85824",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","PolyORB-LF-S02-J06-T08-unfolded.pnml","690","1434","6564","0","tg,bs,hf","13.340","690","1434","","","","","","","","","","","","6879","8920907","10331421","369.50306","397.13826","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.030","24","72","456","456","0.010","1024","45","296","826","518","1","0.04","2879844","488","103588","109873","25.8209","26.6104",
"performance","ootime","noresponse","chain","sat-like","","true","true","angiogenesis-15.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","","","","206","14587","16457","18.274","19.476","","","","","","",
"performance","done","","chain","sat-like","","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.020","25","144","3348","3348","4.970","1.75295157137163e+19","30600","205200","198288","190944","50","5.03","2914452","235","36030","38877","18.1947","19.0888",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","Philosophers-1000.pnml","5000","5000","16000","0","tg,bs,hf","116.030","5000","5000","","","","","","","","","","","","58","539629","702609","11.6857692","11.8893812","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","185.180","618","3190","","","","","","","","","","","","24037","199863020","207487636","642.445266","728.729744","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","BridgeAndVehicles-V50-P20-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","13.480","128","1328","","","","","","","","","","","","8842","29492284","30052470","199.44675","206.55662","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","RAS-C-10.pnml","60","40","174","0","tg,bs,hf","0.010","60","40","2","2","0.000","2","62","4","4","2","1","0.01","1651108","34","4365","5937","8.792","8.931",
"performance","ootime","noresponse","bfs","sat-like","","true","true","distributeur-01-unfolded-10.pnml","120","111160","1026520","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","Philosophers-1000.pnml","5000","5000","16000","0","tg,bs,hf","108.820","5000","5000","","","","","","","","","","","","58","539629","702609","11.6857692","11.8893812","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","18.900","2500","2500","14538","14538","42.780","3.636029179587e+238","16679","16000","22119","14000","1","63.86","3156032","58","269546","350972","11.6766923","11.8820129",
"performance","ootime","noresponse","bfs","sat-like","","true","true","TokenRing-15-unfolded.pnml","256","3616","14464","0","tg,bs,hf","50.350","256","3616","","","","","","","","","","","","4683","25990527","29691452","442.815829","470.633506","","","","","","",
"performance","done","","bfs","sat-like","","true","true","rwmutex-r10w20.pnml","70","60","540","0","tg,bs,hf","0.040","70","60","4","4","0.000","2","73","12","12","4","1","0.05","1753268","646","187098","206308","66.0433","72.1268",
"statistics","ootime","noresponse","chain-prev","sat-like","","true","true","BridgeAndVehicles-V50-P50-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","54.250","138","2348","","","","","","","","","","","","15952","98418957","98953454","127.995391","133.441987","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","TokenRing-40-unfolded.pnml","1681","65641","262564","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain-prev","sat-like","","true","true","CircularTrain-012.pnml","24","12","48","0","tg,bs,hf","0.000","24","12","4","4","0.000","2","34","8","16","4","2","0.09","1312188","46","1445","1727","9.048","9.312","34","42","82","8","92",
"performance","done","","bfs-prev","sat-like","","true","true","dekker-10.pnml","50","120","820","0","tg,bs,hf","0.060","50","120","2776","2776","0.580","6144","6624","1280","1454","15960","1","0.66","2896568","762","184754","203056","38.3309","39.6745",
"performance","done","","bfs-prev","sat-like","","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","7600","7600","3.650","1.75295157137163e+19","30600","205200","198288","190944","50","3.69","2912432","235","36030","38877","18.1947","19.0888",
"performance","ootime","noresponse","bfs","sat-like","","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","34","777","982","5.764","6.024","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","MAPK-40.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","2011","2011","10.560","478293389221095","24492","25435","20770","128280","40","10.58","3130440","35","1889","2555","8.3099","8.5679",
"performance","done","","bfs-prev","sat-like","","true","true","RAS-C-100.pnml","600","400","1794","0","tg,bs,hf","0.440","600","400","2","2","0.040","2","602","4","4","2","1","0.57","2838316","34","46485","64527","9.301718","9.368672",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","7.46","3097932","17","351","477","6.667","7.016","","","","","","",
"performance","error","boostperm","chain","sat-like","","true","true","neoelection-4.unf.pnml","1830","2340","13565","0","tg,bs,hf","","","","","","","","","","","","","47.63","50380","16584","24888500","26124716","228.397883","254.513496","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","IBM703.pnml","262","284","572","0","tg,bs,hf","0.060","262","284","2594","2594","1.080","8370","1192","1144","1432","860","1","1.17","2895796","269","20224","25679","10.6449","11.36919",
"performance","ootime","noresponse","bfs","sat-like","","true","true","Kanban-50.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","34","777","982","5.764","6.024","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","1.690","77","677","","","","","","","","","","","","4074","6756238","7028284","125.55066","134.52321","","","","","","",
"statistics","ootime","noresponse","bfs-prev","sat-like","","true","true","BridgeAndVehicles-V80-P20-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","","","","","","","","","","","","","","","59302","1413159445","1419985500","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","514.630","10000","10000","","","","","","","","","","","","58","1080994","1409117","11.69415385","11.89859397","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","distributeur-01-unfolded-10.pnml","120","111160","1026520","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","TokenRing-40-unfolded.pnml","1681","65641","262564","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","7600","7600","4.140","1.75295157137163e+19","30600","205200","198288","190944","50","4.19","2912436","235","36030","38877","18.1947","19.0888",
"statistics","ootime","noresponse","chain","sat-like","","true","true","lamport_fmea-5.pnml","174","318","1380","0","tg,bs,hf","0.220","174","318","","","","","","","","","","","","1166","458017","492352","71.50122","76.4953","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","HouseConstruction-050.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","483","483","133.180","157658994636","2087626","22200","16651","684718","50","133.71","3845584","32","1041","1252","6.505","6.829",
"statistics","ootime","noresponse","chain-prev","sat-like","","true","true","Peterson-3.pnml","244","332","1016","0","tg,bs,hf","0.140","244","332","","","","","","","","","","","","1226","314117","359473","91.34932","100.6505","","","","","","",
"performance","done","","bfs","sat-like","","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","11.330","1019","850","564","564","0.530","4","1793","54","3982","549","1","12.31","2916456","3143","5906837","7805660","322.5539","344.22363",
"performance","done","","bfs-prev","sat-like","","true","true","BridgeAndVehicles-V04-P05-N02-unfolded.pnml","28","52","326","0","tg,bs,hf","0.020","28","52","3044","3044","0.200","2874","2966","520","1189","1110","5","0.23","2893888","307","35424","39027","31.2241","33.5608",
"performance","done","","chain-prev","sat-like","","true","true","simple_lbs-5.pnml","59","180","1158","0","tg,bs,hf","0.150","59","180","20140","20140","2.160","116176","8647","1428","3727","4437","1","2.33","2899276","1245","614299","662526","75.625","79.40244",
"performance","done","","chain","sat-like","","true","true","QCertifProtocol_28-unfold.pnml","2998","446","6489","0","tg,bs,hf","11.000","2998","446","70","70","1.190","1","2998","0","2176","70","16","13.13","2946792","5608","16577057","17568340","189.97544","203.81378",
"performance","done","","bfs-prev","sat-like","","true","true","circadian_clock-000010.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","265","265","0.010","644204","118","824","464","1914","10","0.02","2893208","32","1009","1382","8.268","8.642",
"performance","done","","chain","sat-like","","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.030","24","72","445","445","0.010","1024","45","296","826","518","1","0.05","2855260","488","103588","109873","25.8209","26.6104",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","lamport_fmea-8.pnml","315","666","2934","0","tg,bs,hf","0.980","315","666","","","","","","","","","","","","2498","1945610","2055524","108.97062","115.92809","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","3.36","2993432","17","351","477","6.667","7.016","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","distributeur-01-unfolded-10.pnml","120","111160","1026520","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","","true","true","dekker-15.pnml","75","255","1830","0","tg,bs,hf","0.280","75","255","11821","11821","25.320","278528","174024","2820","3229","738630","1","25.67","2945256","1682","887942","945043","57.28736","59.10158",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","","","","206","14587","16457","18.274","19.476","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","database4UNFOLD.pnml","140","128","416","0","tg,bs,hf","0.030","140","128","20","20","0.010","4","163","20","59","20","1","0.06","2861932","520","63249","77399","48.6418","53.7687",
"performance","ootime","noresponse","bfs","sat-like","","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.050","74","92","","","","","","","","","","","","344","83082","103838","48.7799","51.3407","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","lamport_fmea-6.pnml","217","420","1834","0","tg,bs,hf","0.370","217","420","","","","","","","","","","","","1556","795754","849166","84.43963","90.07357","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","angiogenesis-15.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","","","","206","14587","16457","18.274","19.476","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","","true","true","rwmutex-r10w20.pnml","70","60","540","0","tg,bs,hf","0.050","70","60","","","","","","","","","","0.06","1687724","646","187098","206308","66.0433","72.1268","","","","","","",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","","true","true","rwmutex-r10w1000.pnml","2030","2020","24060","0","tg,bs,hf","193.960","2030","2020","","","","","","","","","","197.02","2962692","28071","337936515","344527962","640.297972","681.53689","","","","","","",
"performance","done","","chain","sat-like","","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","22","22","0.000","8","19","40","50","28","1","0.01","1135980","21","356","437","5.765","6.029",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","MAPK-320.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","","","","35","1889","2555","8.3099","8.5679","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","20","20","0.000","4","50","16","38","16","1","0.01","2297460","37","2111","2964","9.0886","9.3036",
"performance","ootime","noresponse","chain","sat-like","","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","7.830","400","2964","","","","","","","","","","","","1261","3808882","4068552","87.782393","92.746572","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","Peterson-3.pnml","244","332","1016","0","tg,bs,hf","0.140","244","332","253996","253996","145.670","3407946","98600","1768","2290","1608","1","145.89","3097348","1226","314117","359473","91.34932","100.6505",
"performance","done","","bfs-prev","sat-like","","true","true","SwimmingPool-9.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","645","645","5.490","14728441","155154","26550","17840","146692","180","5.57","3036484","17","351","477","6.667","7.016",
"performance","ootime","noresponse","bfs","sat-like","","true","true","echo-d3r7.pnml","4209","3518","25540","0","tg,bs,hf","","","","","","","","","","","","","","","6799","45975254","61213764","627.2824421","","","","","","","",
"statistics","ootime","killed15","chain","sat-like","","true","true","PolyORB-LF-S06-J06-T06-unfolded.pnml","700","10740","89778","0","tg,bs,hf","","","","","","","","","","","","","266.41","214216","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","2D8_gradient_5x5_300.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","","","","235","36030","38877","18.1947","19.0888","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.250","100","684","","","","","","","","","","","","690","416815","452605","45.01069","47.83562","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","SafeBus-06-unfolded.pnml","144","451","2968","0","tg,bs,hf","0.940","144","451","","","","","","","","","","","","2603","2473924","2681222","144.9047","149.1247","","","","","","",
"statistics","done","","chain","sat-like","","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","22","22","0.000","8","19","40","50","28","1","0.09","1187236","21","356","437","5.765","6.029","19","138","86","26","174",
"performance","done","","chain-prev","sat-like","","true","true","lamport_fmea-3.pnml","100","156","664","0","tg,bs,hf","0.050","100","156","19667","19667","1.360","19742","7392","678","1274","781","1","1.44","2898580","549","114468","124691","46.0891","49.5801",
"performance","ootime","noresponse","chain","sat-like","","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","","","","","","","","","","","","","","","81119","2702367022","2726376637","","","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","","true","true","closed_system5.pnml","231","202","846","0","tg,bs,hf","0.090","231","202","","","","","","","","","","0.12","2887604","366","66279","77742","23.19464","24.96889","","","","","","",
"statistics","ootime","noresponse","bfs","sat-like","","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","","","","","","","","","","","","","","","70795","1977637416","2074864510","","","","","","","","",
"performance","sigsegfault","","bfs-prev","sat-like","","true","true","erk-100000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","","4.69","2987076","17","526","725","6.696","6.919","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","BridgeAndVehicles-V50-P50-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","","","","","","","","","","","","","","","37282","557637012","559908164","186.3242474","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","261.810","1600","12324","","","","","","","","","","","","2680","32948755","35614414","197.0817432","209.8546478","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","155","155","0.060","46046","3219","1700","1180","2737","40","0.06","2893116","17","351","477","6.667","7.016",
"performance","ootime","killed15","bfs","sat-like","","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","","","","","","","","","","","","","261.45","93152","31035","327644880","328328688","47.7841699","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","BridgeAndVehicles-V20-P20-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","1.610","68","548","","","","","","","","","","","","3622","5018385","5143012","100.73459","104.52946","","","","","","",
"performance","done","","bfs","sat-like","","true","true","cs_repetitions-3-unfolded.pnml","58","81","279","0","tg,bs,hf","0.020","58","81","61464","61464","6.960","134074721","9074","1092","1407","1206","3","6.99","2920620","365","38112","43871","29.4205","31.7167",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","1.620","508","868","","","","","","","","","","","","3924","3868307","4208500","165.54839","178.88171","","","","","","",
"performance","done","","chain-prev","sat-like","","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","22","22","0.000","8","19","40","50","28","1","0.00","1314152","21","356","437","5.765","6.029",
"performance","ootime","noresponse","bfs","sat-like","","true","true","PolyORB-NT-S10-J80-unfolded.pnml","1614","13500","119759","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","","true","true","SafeBus-03-unfolded.pnml","57","91","541","0","tg,bs,hf","0.040","57","91","7125","7125","0.580","4650","5117","812","1668","1592","1","0.62","2894528","498","82030","95131","41.0411","42.8684",
"performance","done","","bfs-prev","sat-like","","true","true","echo-d3r3.pnml","265","206","1252","0","tg,bs,hf","0.260","265","206","155","155","0.030","3","451","30","879","151","1","0.33","2895312","786","316801","404332","83.04875","87.38846",
"statistics","done","","chain-prev","sat-like","","true","true","SwimmingPool-4.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","295","295","0.610","629391","17629","5800","3940","15867","80","0.74","2901504","17","351","477","6.667","7.016","17629","294995","742290","8892","161970",
"performance","ootime","noresponse","chain-prev","sat-like","","true","true","2D8_gradient_20x20_100.pnml","400","2964","5928","0","tg,bs,hf","7.690","400","2964","","","","","","","","","","","","1261","3808882","4068552","87.782393","92.746572","","","","","","",
"performance","ootime","noresponse","chain","sat-like","","true","true","simple_lbs-20.pnml","194","2205","15678","0","tg,bs,hf","63.280","194","2205","","","","","","","","","","","","16680","112293389","114291717","247.486509","257.14009","","","","","","",
"performance","done","","bfs","sat-like","","true","true","FMS-10.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","281","281","0.030","2501413200","1437","1505","1365","2048","10","0.04","2893268","27","736","983","5.637","5.834",
"performance","done","","chain-prev","sat-like","","true","true","FMS-100.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","2078","2078","17.680","2.70305727248432e+21","264627","86555","84885","765863","100","17.76","3173848","27","736","983","5.637","5.834",
"performance","done","","chain-prev","sat-like","","true","true","IBM703.pnml","262","284","572","0","tg,bs,hf","0.070","262","284","2576","2576","0.320","8370","1192","1144","1432","860","1","0.41","2895760","269","20224","25679","10.6449","11.36919",
"performance","ootime","noresponse","bfs","sat-like","","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","2D8_gradient_50x50_10.pnml","2500","19404","38808","0","tg,bs,hf","","","","","","","","","","","","","","","3540","66243354","72222634","","","","","","","","",
"performance","done","","bfs-prev","sat-like","","true","true","IBMB2S565S3960.pnml","273","179","572","0","tg,bs,hf","0.060","273","179","26","26","0.020","2","294","24","88","26","1","0.10","2707080","161","19171","22392","10.27148","10.79144",
"performance","ootime","noresponse","bfs-prev","sat-like","","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","50.740","108","2228","","","","","","","","","","","","15262","94357635","95204546","165.797845","172.192724","","","","","","",
