"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-loop","20","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","pgm_protocol.2","dve2C","tg,bs,hf","0.020","","","","","","122","120","41066","41066","2.450","17096","40453","4156","14014","21003","2.49","2906012","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","20","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2970","2970","0.210","18424","2461","178","426","693","0.22","2894924","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","lifts.1","dve2C","tg,bs,hf","0.000","","","","","","22","135","9455","9455","0.220","2661","3570","918","11234","15918","0.23","2893240","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","20","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","84","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","20","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4932","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-loop","20","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-loop","20","synapse.5","dve2C","tg,bs,hf","0.080","902","277569","295622","36.0086","37.3091","28","167","11851","11851","3.560","83263","20695","1154","14993","41330","3.84","2899676","1355347","7294194","182876","995","","","7825908",
"performance","done","","chain","sat-loop","20","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","1948","1948","0.250","29284","3114","688","1388","3112","0.26","2892916","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","2064","2064","0.250","49443","2858","214","720","1177","0.25","2894964","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-loop","20","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs","sat-loop","20","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4060","4060","0.640","15940","3370","3230","4448","15848","0.65","2895064","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","20","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4936","","","","","","","","",
"performance","done","","chain","sat-loop","20","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1666","1666","0.050","14348906","245","210","321","300","0.07","2893088","","","","","","","","",
"performance","done","","bfs","sat-loop","20","lup.2","dve2C","tg,bs,hf","0.010","","","","","","10","96","9312","9312","6.640","495720","4017","6731","193536","23796864","6.67","2915620","","","","","","","","",
"performance","done","","chain","sat-loop","20","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","21927","21927","4.510","30772","22676","2824","31204","55466","4.54","2899732","","","","","","","","",
"performance","done","","chain","sat-loop","20","pgm_protocol.4","dve2C","tg,bs,hf","0.010","","","","","","122","120","41456","41456","13.930","39832","58129","4941","17699","36106","13.97","2908012","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","sokoban.1","dve2C","tg,bs,hf","0.010","","","","","","68","9","1107","1107","7.360","91453","4406","26077","35263","731641","7.38","3000240","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-loop","20","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","mcs.1","dve2C","tg,bs,hf","0.010","","","","","","13","39","1911","1911","0.120","7963","964","207","620","918","0.14","2892912","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","20","frogs.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","sat-loop","20","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","52420","52420","23.060","13184427","29626","1262","2944","17685","23.07","3106080","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","synapse.7","dve2C","tg,bs,hf","0.030","","","","","","28","221","30966","30966","18.000","10198141","122405","2276","16980","75383","18.07","2967424","","","","","","","","",
"performance","error","boostperm","bfs","sat-loop","20","frogs.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","20","frogs.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-loop","20","production_cell.1","dve2C","tg,bs,hf","","118","3050","3528","10.336","10.949","","","","","","","","","","","0.01","92","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-loop","20","telephony.2","dve2C","tg,bs,hf","","243","23767","25708","15.323","16.256","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","iprotocol.6","dve2C","tg,bs,hf","0.000","","","","","","37","35","30073","30073","14.500","41387484","95004","4223","12799","54651","14.53","3042532","","","","","","","","",
"performance","done","","chain","sat-loop","20","lamport_nonatomic.2","dve2C","tg,bs,hf","0.010","","","","","","18","147","1764","1764","0.110","12958","546","497","3210","5744","0.13","2893184","","","","","","","","",
"performance","done","","chain","sat-loop","20","synapse.6","dve2C","tg,bs,hf","0.020","","","","","","28","194","15646","15646","6.520","625175","32661","1521","13919","38857","6.55","2908388","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","20","bakery.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","sat-loop","20","iprotocol.6","dve2C","tg,bs,hf","0.000","","","","","","37","35","30073","30073","14.510","41387484","95004","4223","12799","54651","14.54","3044704","","","","","","","","",
"performance","ootime","explore","bfs","sat-loop","20","adding.4","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-loop","20","mcs.3","dve2C","tg,bs,hf","0.000","","","","","","17","52","3692","3692","6.880","571459","19764","360","879","1606","6.89","2944476","","","","","","","","",
"performance","error","boostperm","chain","sat-loop","20","driving_phils.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
