"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","max-tokens","time","memory","bandwidth","profile","span","average-wavefront","RMS-wavefront","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.100","480","690","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","ring.pnml","139","87","410","0","tg,bs,hf","0.010","139","87","7","7","0.000","2","146","6","25","7","1","0.02","2515044","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","shared_memory-pt-100.pnml","10301","20100","80000","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","BridgeAndVehicles-V20-P20-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.100","108","2228","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.100","480","690","","","","","","","","","","","","","","","","","","","","","","",
"statistics","oomem","regroup","bfs-prev","sat-like","1","true","false","shared_memory-pt-200.pnml","40601","80200","320000","0","","","","","","","","","","","","","20.55","4660620","","","","","","","","","","","",
"performance","done","","bfs","sat-like","1","true","false","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.110","735","570","349","349","0.220","3","978","24","1932","345","1","0.51","2905268","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","IBM703.pnml","262","284","572","0","tg,bs,hf","0.010","262","284","2576","2576","0.370","8370","1192","1144","1432","860","1","0.40","2897780","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.010","51","84","","","","","","","","","","","","","","","","","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","1","true","false","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.330","1030","1020","","","","","","","","","","5.16","2920164","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","HouseConstruction-020.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","213","213","2.030","94295630","78416","4080","3091","25748","20","2.05","2925968","","","","","",
"performance","oomem","alloc","bfs-prev","sat-like","1","true","false","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","44.390","25000","25000","","","","","","","","","","48.99","3412384","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.440","3806","506","66","66","2.180","1","3806","0","2312","66","19","5.00","2851900","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.110","264","536","","","","","","","","","","","","","","","","","","","","","","",
"performance","sigsegfault","sendinfo","chain","sat-like","1","true","false","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.020","231","202","","","","","","","","","","0.04","2862824","","","","","","","","","","","",
"performance","oomem","regroup","bfs-prev","sat-like","1","true","false","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","","147.15","4308376","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.130","900","6844","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","bfs-prev","sat-like","1","true","false","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.650","480","690","","","","","","","","","","","","2743","1148012","1260382","126.4887","132.9744","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.020","117","176","","","","","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain-prev","sat-like","1","true","false","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.440","768","384","3","3","0.060","2","775","8","12","3","2","0.72","2898028","48","50614","62376","10.52902","10.57196","775","1533","2313","8","2304",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","1","true","false","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","","44.06","165456","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.680","138","2348","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","PolyORB-LF-S02-J06-T10-unfolded.pnml","844","1812","8302","0","tg,bs,hf","1.240","844","1812","","","","","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs-prev","sat-like","1","true","false","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.010","65","97","1716","1716","0.180","31745","657","407","275","260","1","0.29","2893756","326","20705","24375","23.4793","25.1232","657","47952","16451","140","52756",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.010","75","92","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","1","true","false","2D8_gradient_10x10_10.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","14690","14690","3.450","42634215112710","6490","58140","52668","45144","10","3.51","2909072","","","","","",
"performance","error","boostperm","chain-prev","sat-like","1","true","false","eratosthenes-200.pnml","199","699","2097","0","tg,bs,hf","","","","","","","","","","","","","0.11","9336","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","PolyORB-LF-S02-J04-T08-unfolded.pnml","614","1242","5732","0","tg,bs,hf","0.620","614","1242","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","0.200","168","592","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","PolyORB-LF-S06-J04-T08-unfolded.pnml","810","14014","118428","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","51","51","0.000","132","194","120","139","86","2","0.00","2850200","","","","","",
"performance","error","boostperm","chain","sat-like","1","true","false","eratosthenes-100.pnml","99","283","849","0","tg,bs,hf","","","","","","","","","","","","","0.03","5624","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.320","476","920","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","chain","sat-like","1","true","false","rwmutex-r10w2000.pnml","4030","4020","48060","0","tg,bs,hf","","","","","","","","","","","","","","","56083","1295495528","1316329783","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.860","128","1328","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","bfs-prev","sat-like","1","true","false","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","angiogenesis-05.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","5292","5292","4.670","42734935","11992","2999","2744","4011","5","4.69","2957040","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","sg-8-4-8.pnml","896","1056","4224","0","tg,bs,hf","0.130","896","1056","","","","","","","","","","","","","","","","","","","","","","",
"performance","oomem","alloc","chain-prev","sat-like","1","true","false","hc5k3p3b15.pnml","9153","25110","100440","0","tg,bs,hf","71.380","9153","25110","","","","","","","","","","73.33","1247348","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"statistics","oomem","mddtable","bfs-prev","sat-like","1","true","false","HouseConstruction-100.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","","120.05","3843836","32","1041","1252","6.505","6.829","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.460","3455","2730","1478","1478","2.860","4","4196","36","8574","1474","1","8.68","3101344","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","ProductionCell.pnml","176","134","513","176","tg,bs,hf","0.010","176","134","147","147","0.000","3","341","30","229","126","1","0.04","2842960","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.740","1408","2400","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.740","1408","2400","","","","","","","","","","","","","","","","","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","1","true","false","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","3.60","2991384","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","229.350","1202","13457","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","chain","sat-like","1","true","false","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","","","","","","","","","","","","","","","31035","327644880","328328688","47.7841699","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","closed_system2.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","29","29","0.010","2","247","6","107","29","1","0.05","2852612","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.730","138","2348","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","unf-8x8-4stageSEN-02.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","unf-8x8-4stageSEN-10.pnml","168","592","3456","0","tg,bs,hf","0.200","168","592","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","1","true","false","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.520","2500","2500","14538","14538","44.660","3.636029179587e+238","16679","16000","22119","14000","1","46.90","3140960","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.000","69","96","2056","2056","0.200","380","888","344","723","409","1","0.22","2893784","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.120","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","2D8_gradient_50x50_150.pnml","2500","19404","38808","0","tg,bs,hf","7.260","2500","19404","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","sg-13-6-13.pnml","2301","2756","11024","0","tg,bs,hf","0.790","2301","2756","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","1","true","false","2D8_gradient_20x20_10.pnml","400","2964","5928","0","tg,bs,hf","0.250","400","2964","96050","96050","105.640","3.23081977575776e+19","26290","251940","228228","195624","10","106.31","3323388","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.740","1408","2400","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","ring.pnml","139","87","410","0","tg,bs,hf","0.000","139","87","7","7","0.000","2","146","6","25","7","1","0.02","2480224","","","","","",
"performance","done","","bfs","sat-like","1","true","false","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.010","65","97","1716","1716","0.170","31745","657","407","275","260","1","0.18","2893584","","","","","",
"performance","done","","chain","sat-like","1","true","false","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.010","192","96","2","2","0.010","2","197","8","8","2","2","0.03","2267428","","","","","",
"performance","done","","chain","sat-like","1","true","false","RAS-C-15.pnml","90","60","264","0","tg,bs,hf","0.000","90","60","2","2","0.010","2","92","4","4","2","1","0.01","478920","","","","","",
"performance","done","","chain","sat-like","1","true","false","QCertifProtocol_22-unfold.pnml","1966","356","4323","0","tg,bs,hf","0.480","1966","356","105","105","0.530","1","1966","0","2309","105","13","1.39","1174528","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.000","41","55","475","475","0.020","1863","464","390","539","340","1","0.02","2894292","","","","","",
"performance","sigsegfault","sendinfo","chain","sat-like","1","true","false","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","","","","","","","","","","0.02","1757364","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","PolyORB-LF-S04-J04-T10-unfolded.pnml","870","5034","34774","0","tg,bs,hf","44.450","870","5034","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","17.650","198","3728","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","2","2","0.010","2","403","6","6","2","1","0.07","2806224","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","96.390","961","27931","","","","","","","","","","","","","","","","","","","","","","",
"statistics","error","boostperm","bfs","sat-like","1","true","false","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","","0.02","3996","312","26366","29732","23.3083","25.3322","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.690","1330","2030","","","","","","","","","","","","","","","","","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","1","true","false","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","","42.68","165432","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","45","45","0.000","13","27","68","79","43","1","0.00","1658180","","","","","",
"performance","sigsegfault","sendinfo","chain","sat-like","1","true","false","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","0.02","2893080","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.210","1119","874","521","521","0.240","3","1415","24","2967","521","1","0.88","2916940","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","51","51","0.000","132","194","120","139","86","2","0.00","1117712","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.240","121","1111","43190","43190","8.190","58905","3160","2040","8696","5838","1","8.50","2906288","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.280","68","548","300697","300697","237.200","6732570","562351","9413","30900","50042","20","237.68","3155204","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","echo-d3r3.pnml","265","206","1252","0","tg,bs,hf","0.030","265","206","155","155","0.040","3","451","30","879","151","1","0.10","2556164","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","1","true","false","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","155","155","0.110","46046","3219","1700","1180","2737","40","0.11","2891044","","","","","",
"statistics","ootime","noresponse","chain-prev","sat-like","1","true","false","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","","","","206","14587","16457","18.274","19.476","","","","","","",
"performance","oomem","alloc","bfs","sat-like","1","true","false","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","44.000","25000","25000","","","","","","","","","","48.63","3412368","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","1","true","false","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","IOTP_c1m1p1d1.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","11","11","0.000","2","115","4","52","11","1","0.01","2515176","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.350","476","920","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","5.790","108","2228","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.010","24","72","445","445","0.010","1024","45","296","826","518","1","0.02","2889904","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.140","900","6844","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","chain-prev","sat-like","1","true","false","Peterson-5.pnml","834","1242","3828","0","tg,bs,hf","2.280","834","1242","","","","","","","","","","","","4915","3513362","3852541","211.04765","224.46947","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","PolyORB-LF-S04-J04-T06-unfolded.pnml","554","2998","20754","0","tg,bs,hf","14.250","554","2998","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","1","true","false","FMS-5.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","171","171","0.010","2895018","432","580","525","543","5","0.02","2893232","","","","","",
"statistics","ootime","noresponse","chain-prev","sat-like","1","true","false","erk-001000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","","","","17","526","725","6.696","6.919","","","","","","",
"performance","done","","chain-prev","sat-like","1","true","false","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.180","230","220","4","4","0.000","2","233","12","12","4","1","0.22","2823116","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","1","true","false","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","2.790","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","1","true","false","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.180","230","220","","","","","","","","","","0.22","2571220","","","","","","","","","","","",
"performance","sigsegfault","","chain","sat-like","1","true","false","erk-100000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","","3.23","2961088","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.010","75","92","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","1","true","false","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","1","true","false","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","1","true","false","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","2","2","0.000","2","15","6","6","2","1","0.01","525712","","","","","",
