"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs-prev","sat-like","5","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","31720","31720","2.480","17096","40453","4156","14014","21003","2.52","2901944","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","5","bakery.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","lann.1","dve2C","tg,bs,hf","0.000","","","","","","15","27","2739","2739","0.170","18424","2461","178","426","693","0.18","2892880","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","lifts.1","dve2C","tg,bs,hf","0.010","","","","","","22","135","8193","8193","0.240","2661","3570","918","11234","15918","0.26","2891200","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","5","frogs.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain","sat-like","5","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4928","","","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","5","lann.8","dve2C","tg,bs,hf","0.000","","","","","","25","50","","","","","","","","","","","","","","","","","","",
"statistics","done","","chain","sat-like","5","synapse.5","dve2C","tg,bs,hf","0.070","902","277569","295622","36.0086","37.3091","28","167","17437","17437","4.240","83263","20695","1154","14993","41330","4.51","2899588","24562","1678047","","8520347","229044","994","","","8531499",
"performance","done","","chain","sat-like","5","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","2634","2634","0.210","29284","3114","688","1388","3112","0.22","2892924","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","3817","3817","0.250","49443","2858","214","720","1177","0.26","2895000","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","5","brp.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","sat-like","5","cambridge.2","dve2C","tg,bs,hf","0.000","","","","","","18","58","4800","4800","0.570","15940","3370","3230","4448","15848","0.58","2895024","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","5","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","88","","","","","","","","",
"performance","done","","chain","sat-like","5","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1160","1160","0.040","14348906","245","210","321","300","0.04","2748008","","","","","","","","",
"performance","done","","bfs","sat-like","5","lup.2","dve2C","tg,bs,hf","0.000","","","","","","10","96","18330","18330","9.190","495720","4017","6731","193536","23796864","9.21","2931788","","","","","","","","",
"performance","done","","chain","sat-like","5","lifts.3","dve2C","tg,bs,hf","0.010","","","","","","29","201","19573","19573","4.170","30772","22676","2824","31204","55466","4.20","2899724","","","","","","","","",
"performance","done","","chain","sat-like","5","pgm_protocol.4","dve2C","tg,bs,hf","0.020","","","","","","122","120","26388","26388","10.550","39832","58129","4941","17699","36106","10.60","2901900","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","1107","1107","6.980","91453","4406","26077","35263","731641","7.00","3001424","","","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","5","elevator_planning.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","2576","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","3207","3207","0.150","7963","964","207","620","918","0.16","2892908","","","","","","","","",
"performance","error","boostperm","chain","sat-like","5","frogs.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","83642","83642","22.280","13184427","29626","1262","2944","17685","22.29","3081516","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","synapse.7","dve2C","tg,bs,hf","0.030","","","","","","28","221","30551","30551","22.460","10198141","122405","2276","16980","75383","22.53","2973564","","","","","","","","",
"performance","error","boostperm","bfs","sat-like","5","frogs.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","chain","sat-like","5","frogs.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-like","5","production_cell.1","dve2C","tg,bs,hf","","118","3050","3528","10.336","10.949","","","","","","","","","","","0.00","92","","","","","","","","",
"statistics","error","boostperm","chain-prev","sat-like","5","telephony.2","dve2C","tg,bs,hf","","243","23767","25708","15.323","16.256","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","iprotocol.6","dve2C","tg,bs,hf","0.000","","","","","","37","35","35291","35291","6.870","41387484","95004","4223","12799","54651","6.91","2948340","","","","","","","","",
"performance","done","","chain","sat-like","5","lamport_nonatomic.2","dve2C","tg,bs,hf","0.000","","","","","","18","147","4247","4247","0.090","12958","546","497","3210","5744","0.09","2893220","","","","","","","","",
"performance","done","","chain","sat-like","5","synapse.6","dve2C","tg,bs,hf","0.030","","","","","","28","194","20583","20583","8.000","625175","32661","1521","13919","38857","8.06","2907852","","","","","","","","",
"performance","error","boostperm","chain","sat-like","5","bakery.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
