"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","error","boostperm","bfs","none","","brp.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain","none","","elevator2.2","dve2C","tg,bs,hf","0.000","","","","","","16","27","486","486","0.120","179200","662","350","285","751","0.13","2892848","","","","","","","","",
"performance","done","","chain","none","","lup.3","dve2C","tg,bs,hf","0.000","","","","","","11","108","11340","11340","28.420","1948617","6390","9120","345924","105228234","28.43","2981196","","","","","","","","",
"performance","done","","bfs","none","","lamport.6","dve2C","tg,bs,hf","0.000","","","","","","14","56","6216","6216","98.180","8717688","66219","364","990","3200","98.20","3794128","","","","","","","","",
"performance","done","","bfs-prev","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","1092","1092","0.150","124704","532","257","333","1923","0.15","2894900","","","","","","","","",
"performance","done","","bfs","none","","pgm_protocol.2","dve2C","tg,bs,hf","0.010","","","","","","122","120","44040","44040","13.360","17096","40453","4156","14014","21003","13.41","2924396","","","","","","","","",
"performance","done","","bfs-prev","none","","lifts.2","dve2C","tg,bs,hf","0.000","","","","","","22","135","7830","7830","0.250","2664","3557","918","11223","15998","0.25","2893240","","","","","","","","",
"performance","done","","bfs","none","","leader_election.2","dve2C","tg,bs,hf","0.010","","","","","","91","95","19570","19570","3.950","28720","7830","3463","4754","4903","3.98","2913960","","","","","","","","",
"performance","done","","chain","none","","lamport_nonatomic.5","dve2C","tg,bs,hf","0.030","","","","","","30","365","8395","8395","82.960","95118524","46765","1340","9066","25787","83.03","3168828","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","blocks.4","dve2C","tg,bs,hf","0.000","","","","","","22","32","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","sorter.4","dve2C","tg,bs,hf","0.000","","","","","","26","58","88624","88624","41.910","13184427","29626","1262","2944","17685","41.92","3476748","","","","","","","","",
"performance","error","boostperm","chain","none","","rushhour.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.05","4924","","","","","","","","",
"performance","done","","chain","none","","production_cell.2","dve2C","tg,bs,hf","0.000","","","","","","18","26","988","988","0.110","9003","685","212","468","972","0.12","2892904","","","","","","","","",
"performance","done","","bfs-prev","none","","production_cell.4","dve2C","tg,bs,hf","0.000","","","","","","20","36","5184","5184","3.020","340685","6881","350","746","2946","3.03","2919624","","","","","","","","",
"statistics","error","boostperm","bfs","none","","firewire_tree.2","dve2C","tg,bs,hf","","785","210836","224885","32.53734","34.97315","","","","","","","","","","","0.08","6464","","","","","","","","",
"performance","done","","chain","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","666","666","79.680","761633","28626","147462","229026","6093097","79.76","3802212","","","","","","","","",
"performance","done","","bfs-prev","none","","firewire_link.5","dve2C","tg,bs,hf","0.110","","","","","","50","610","148840","148840","130.610","18553032","96869","2754","176472","458211","130.78","3164400","","","","","","","","",
"performance","done","","chain","none","","lamport_nonatomic.5","dve2C","tg,bs,hf","0.040","","","","","","30","365","8395","8395","74.870","95118524","46765","1340","9066","25787","74.93","3168828","","","","","","","","",
"performance","done","","bfs","none","","krebs.4","dve2C","tg,bs,hf","0.000","","","","","","20","22","2266","2266","23.920","1047405","43172","23783","26082","313471","23.96","3040372","","","","","","","","",
"performance","done","","chain-prev","none","","lann.6","dve2C","tg,bs,hf","0.000","","","","","","20","40","2480","2480","98.970","144151628","98221","315","490","1082","99.01","3828944","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","loyd.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","done","","bfs-prev","none","","exit.5","dve2C","tg,bs,hf","0.000","","","","","","30","133","3458","3458","8.120","833226","10150","1260","8449","42278","8.13","2950976","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","telephony.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"statistics","done","","bfs","none","","synapse.6","dve2C","tg,bs,hf","0.120","1142","471948","501562","41.46154","43.05375","28","194","13580","13580","16.120","625175","32661","1521","13919","38857","16.62","2930560","3346916","50174253","734477","1372","","","21889654",
"statistics","error","boostperm","bfs","none","","bakery.8","dve2C","tg,bs,hf","","140","1618","1607","3.5812","3.856","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","sokoban.1","dve2C","tg,bs,hf","0.000","","","","","","68","9","774","774","9.400","91453","4406","26077","35263","731641","9.42","3021920","","","","","","","","",
"performance","done","","chain","none","","needham.3","dve2C","tg,bs,hf","0.000","","","","","","24","111","1221","1221","0.530","206925","7861","643","2227","5688","0.53","2895208","","","","","","","","",
"performance","done","","chain-prev","none","","synapse.7","dve2C","tg,bs,hf","0.040","","","","","","28","221","7735","7735","70.610","10198141","122405","2276","16980","75383","70.69","3116852","","","","","","","","",
"performance","done","","bfs-prev","none","","at.3","dve2C","tg,bs,hf","0.000","","","","","","12","57","3990","3990","3.960","1711620","29281","310","1018","2976","3.98","2946252","","","","","","","","",
"performance","done","","bfs","none","","lann.2","dve2C","tg,bs,hf","0.000","","","","","","24","36","1584","1584","0.130","12784","671","184","436","605","0.14","2895044","","","","","","","","",
"performance","done","","bfs","none","","pouring.1","dve2C","tg,bs,hf","0.830","","","","","","4","2018","26234","26234","0.180","503","345","6584","165618","367994","1.06","2914072","","","","","","","","",
"performance","done","","chain","none","","adding.1","dve2C","tg,bs,hf","0.000","","","","","","5","6","90","90","0.100","7372","3208","1715","3481","4760","0.11","2892792","","","","","","","","",
"performance","done","","chain-prev","none","","at.2","dve2C","tg,bs,hf","0.000","","","","","","10","43","1204","1204","0.290","49443","2858","214","720","1177","0.30","2894980","","","","","","","","",
"performance","done","","chain","none","","phils.7","dve2C","tg,bs,hf","0.000","","","","","","27","78","546","546","3.370","71934773","24891","702","761","1534","3.39","2936144","","","","","","","","",
"statistics","done","","chain","none","","adding.1","dve2C","tg,bs,hf","0.000","5","103","144","3.65","3.82","5","6","90","90","0.100","7372","3208","1715","3481","4760","0.20","2893608","124618","303542","19428","2134","","","106793",
"performance","done","","bfs-prev","none","","lifts.4","dve2C","tg,bs,hf","0.010","","","","","","29","201","23517","23517","11.290","112792","26528","2871","31857","59969","11.33","2916232","","","","","","","","",
"performance","ootime","explore","bfs","none","","sokoban.3","dve2C","tg,bs,hf","0.020","","","","","","213","9","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain","none","","firewire_tree.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.06","11760","","","","","","","","",
"performance","done","","chain-prev","none","","adding.1","dve2C","tg,bs,hf","0.000","","","","","","5","6","90","90","0.070","7372","3208","1715","3481","4760","0.08","2893296","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","production_cell.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","none","","synapse.5","dve2C","tg,bs,hf","0.010","","","","","","28","167","12024","12024","3.540","83263","20695","1154","14993","41330","3.57","2903700","","","","","","","","",
"performance","done","","chain-prev","none","","schedule_world.2","dve2C","tg,bs,hf","0.000","","","","","","28","38","266","266","0.700","1570340","3745","370","390","534","0.70","2899160","","","","","","","","",
"performance","done","","chain-prev","none","","lamport_nonatomic.3","dve2C","tg,bs,hf","0.000","","","","","","18","147","1764","1764","0.180","36983","481","502","3378","6498","0.19","2893220","","","","","","","","",
"performance","done","","chain-prev","none","","cambridge.5","dve2C","tg,bs,hf","0.010","","","","","","32","58","4234","4234","13.000","698912","17522","29204","41150","371452","13.04","2952396","","","","","","","","",
"performance","done","","chain-prev","none","","needham.2","dve2C","tg,bs,hf","0.000","","","","","","21","98","980","980","0.200","54976","4172","559","2018","5006","0.21","2893092","","","","","","","","",
"performance","error","boostperm","chain","none","","rushhour.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.05","88","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_link.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.12","9076","","","","","","","","",
"performance","error","boostperm","bfs","none","","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain","none","","phils.4","dve2C","tg,bs,hf","0.000","","","","","","19","54","378","378","0.130","340789","1655","414","489","882","0.14","2892968","","","","","","","","",
"performance","done","","chain","none","","mcs.1","dve2C","tg,bs,hf","0.000","","","","","","13","39","858","858","0.150","7963","964","207","620","918","0.15","2892880","","","","","","","","",
"performance","done","","chain","none","","lann.3","dve2C","tg,bs,hf","0.000","","","","","","20","40","2040","2040","0.860","1832139","1819","187","368","638","0.86","2903220","","","","","","","","",
"performance","error","boostperm","chain","none","","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","none","","cambridge.3","dve2C","tg,bs,hf","0.000","","","","","","20","56","3472","3472","0.840","18138","3737","4810","5534","26221","0.86","2897076","","","","","","","","",
"performance","done","","chain","none","","collision.2","dve2C","tg,bs,hf","0.000","","","","","","14","31","868","868","0.100","12661","226","206","438","630","0.11","2892896","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","leader_filters.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","adding.5","dve2C","tg,bs,hf","0.000","","","","","","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","krebs.3","dve2C","tg,bs,hf","0.000","","","","","","19","16","880","880","5.130","238876","25296","18610","18186","202697","5.14","2946104","","","","","","","","",
"performance","done","","chain","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","918","918","0.890","996345","9662","537","277","1223","0.90","2901044","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","rushhour.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.06","4148","","","","","","","","",
"performance","done","","chain","none","","collision.3","dve2C","tg,bs,hf","0.000","","","","","","18","42","1470","1470","1.730","434530","1171","314","711","1116","1.73","2907316","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","blocks.4","dve2C","tg,bs,hf","0.000","","","","","","22","32","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","brp2.1","dve2C","tg,bs,hf","0.000","","","","","","19","33","4125","4125","3.420","42285","27630","3911","6343","15670","3.44","2901172","","","","","","","","",
