"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","BridgeAndVehicles-V20-P20-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.240","108","2228","","","","","","","","","1797.31","3396496","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.100","480","690","","","","","","","","","1778.30","3076176","","","","","","",
"statistics","ootime","regroup","bfs-prev","sat-like","5","true","true","shared_memory-pt-200.pnml","40601","80200","320000","0","tg,bs,hf","","","","","","","","","","","","1795.34","4655168","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.110","735","570","","","","","","","","","1791.43","3947176","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","IBM703.pnml","262","284","572","0","tg,bs,hf","0.020","262","284","2612","2612","0.320","8370","1192","1144","1432","860","0.36","2894176",
"performance","ootime","explore","chain","sat-like","5","true","true","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.010","51","84","","","","","","","","","1795.29","3796948","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.660","1030","1020","58770","58770","78.180","1524","229089","24120","34068","1025060","83.77","2931444",
"performance","done","","chain","sat-like","5","true","true","HouseConstruction-020.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","712","712","23.900","13665907559010","428701","12680","10241","98098","24.02","2986900",
"performance","oomem","cache","bfs-prev","sat-like","5","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","46.600","25000","25000","","","","","","","","","58.74","3298124","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.840","3806","506","6","6","0.160","2","3874","70","110","6","3.47","2964368",
"performance","ootime","explore","bfs","sat-like","5","true","true","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.110","264","536","","","","","","","","","1797.15","3353892","","","","","","",
"performance","done","","chain","sat-like","5","true","true","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","5200","5200","0.700","25632","4349","1158","1838","955","0.75","2893792",
"performance","oomem","regroup","bfs-prev","sat-like","5","true","true","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","153.60","3992988","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.130","900","6844","","","","","","","","","1790.29","3987984","","","","","","",
"statistics","ootime","explore","bfs-prev","sat-like","5","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.740","480","690","","","","","","","","","1795.25","3385480","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1745.41","3941432","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.010","117","176","479479","479479","317.730","30948223090688","42093","3322","3981","3856","317.78","3906360",
"statistics","ootime","explore","chain-prev","sat-like","5","true","true","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.400","768","384","","","","","","","","","1797.11","3827144","","","","","","",
"performance","sigsegfault","sendinfo","chain-prev","sat-like","5","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","43.77","158672","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.550","138","2348","","","","","","","","","1797.05","3267304","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","PolyORB-LF-S02-J06-T10-unfolded.pnml","844","1812","8302","0","tg,bs,hf","1.270","844","1812","","","","","","","","","1797.22","3145920","","","","","","",
"statistics","done","","bfs-prev","sat-like","5","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.010","65","97","2110","2110","0.120","31745","657","407","275","260","0.38","2891376","704","6183","12509","140","57050","69859",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.010","75","92","","","","","","","","","1785.03","3940620","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","2D8_gradient_10x10_10.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","13300","13300","4.340","42634215112710","6490","58140","52668","45144","4.41","2912760",
"performance","error","boostperm","chain-prev","sat-like","5","true","true","eratosthenes-200.pnml","199","699","2097","0","tg,bs,hf","","","","","","","","","","","","0.12","8376","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","PolyORB-LF-S02-J04-T08-unfolded.pnml","614","1242","5732","0","tg,bs,hf","0.660","614","1242","","","","","","","","","1797.34","3077288","","","","","","",
"performance","oomem","mddtable","bfs","sat-like","5","true","true","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","0.210","168","592","","","","","","","","","364.87","3946608","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1794.62","3939616","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","PolyORB-LF-S06-J04-T08-unfolded.pnml","810","14014","118428","0","tg,bs,hf","1090.050","810","14014","","","","","","","","","1794.97","3409200","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","204","204","0.020","1501","349","248","248","208","0.02","2583468",
"performance","error","boostperm","chain","sat-like","5","true","true","eratosthenes-100.pnml","99","283","849","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.360","476","920","","","","","","","","","1794.59","3953636","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1760.84","3941252","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.010","74","92","","","","","","","","","1794.46","3829804","","","","","","",
"statistics","ootime","explore","chain","sat-like","5","true","true","rwmutex-r10w2000.pnml","4030","4020","48060","0","tg,bs,hf","955.420","4030","4020","","","","","","","","","1797.27","3178952","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.850","128","1328","","","","","","","","","1797.37","3264456","","","","","","",
"statistics","ootime","regroup","bfs-prev","sat-like","5","true","true","30-100_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","","","","","","","","","","","","1797.73","597980","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","angiogenesis-05.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","2082","2082","1.610","42734935","11992","2999","2744","4011","1.62","2901056",
"performance","ootime","regroup","chain-prev","sat-like","5","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","","","","1797.65","388512","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","sg-8-4-8.pnml","896","1056","4224","0","tg,bs,hf","0.150","896","1056","","","","","","","","","1791.44","3953504","","","","","","",
"performance","oomem","cache","chain-prev","sat-like","5","true","true","hc5k3p3b15.pnml","9153","25110","100440","0","tg,bs,hf","75.990","9153","25110","","","","","","","","","80.55","1201120","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","FMS-500.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1795.96","3718240","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","","","","","","","","","1787.57","3939844","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","988.960","474","11760","","","","","","","","","1796.73","3189732","","","","","","",
"statistics","oomem","mddtable","bfs-prev","sat-like","5","true","true","HouseConstruction-100.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","911.68","3941220","","","","","","",
"performance","oomem","cache","chain-prev","sat-like","5","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","1643.170","2601","127551","","","","","","","","","1654.38","1828876","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.720","3455","2730","","","","","","","","","1793.80","4002040","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","ProductionCell.pnml","176","134","513","176","tg,bs,hf","0.010","176","134","78349","78349","15.510","11329291100161","16311","718","502","1556","15.54","2928512",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.720","1408","2400","","","","","","","","","1783.19","3965296","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.710","1408","2400","","","","","","","","","1783.42","3967132","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","3470","3470","991.990","9073666581","9597569","87140","67480","1935367","994.97","3941132",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","190.780","1202","13457","","","","","","","","","1795.67","4110548","","","","","","",
"statistics","ootime","explore","chain","sat-like","5","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","270.460","3020","2020","","","","","","","","","1795.94","2964708","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","closed_system2.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","10556","10556","2.510","349874","8904","1446","1944","1053","2.54","2901020",
"performance","ootime","explore","chain","sat-like","5","true","true","BridgeAndVehicles-V50-P20-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.420","138","2348","","","","","","","","","1797.32","3197652","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","unf-8x8-4stageSEN-02.pnml","168","592","3456","0","tg,bs,hf","0.210","168","592","","","","","","","","","1792.88","3948668","","","","","","",
"performance","oomem","mddtable","bfs","sat-like","5","true","true","unf-8x8-4stageSEN-10.pnml","168","592","3456","0","tg,bs,hf","0.240","168","592","","","","","","","","","1340.85","3946608","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.600","2500","2500","13873","13873","22.350","3.636029179587e+238","16679","16000","22119","14000","25.24","3016084",
"performance","done","","bfs-prev","sat-like","5","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.000","69","96","2329","2329","0.150","380","888","344","723","409","0.18","2130656",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.470","1600","12324","","","","","","","","","1787.07","4063252","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","2D8_gradient_50x50_150.pnml","2500","19404","38808","0","tg,bs,hf","7.250","2500","19404","","","","","","","","","1785.79","4226580","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","sg-13-6-13.pnml","2301","2756","11024","0","tg,bs,hf","0.800","2301","2756","","","","","","","","","1795.73","3982564","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","2D8_gradient_20x20_10.pnml","400","2964","5928","0","tg,bs,hf","0.270","400","2964","57894","57894","49.050","3.23081977575776e+19","26290","251940","228228","195624","49.70","3061168",
"performance","ootime","explore","chain","sat-like","5","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.780","1408","2400","","","","","","","","","1783.88","3964268","","","","","","",
"performance","done","","chain","sat-like","5","true","true","ring.pnml","139","87","410","0","tg,bs,hf","0.000","139","87","8804","8804","1.600","902651904000","4834","772","1081","751","1.60","2896960",
"performance","done","","bfs","sat-like","5","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","2110","2110","0.090","31745","657","407","275","260","0.10","2891084",
"performance","done","","chain","sat-like","5","true","true","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.010","192","96","12195","12195","5.660","2.59130027829661e+21","16297","896","1102","928","5.68","2907940",
"performance","done","","chain","sat-like","5","true","true","RAS-C-15.pnml","90","60","264","0","tg,bs,hf","0.010","90","60","481","481","0.030","578878464","768","528","908","746","0.05","2732552",
"performance","done","","chain","sat-like","5","true","true","QCertifProtocol_22-unfold.pnml","1966","356","4323","0","tg,bs,hf","0.460","1966","356","14","14","0.030","2","2110","50","189","13","0.96","2637352",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","1039.170","894","14334","","","","","","","","","1797.08","3269960","","","","","","",
"performance","done","","chain","sat-like","5","true","true","shared_memory-pt-5.pnml","41","55","200","0","tg,bs,hf","0.000","41","55","310","310","0.010","1863","464","390","539","340","0.03","2867228",
"performance","done","","chain","sat-like","5","true","true","rwmutex-r20w10.pnml","80","60","560","0","tg,bs,hf","0.010","80","60","262","262","16.570","1048586","1608","1120","1550","20971660","16.59","2891540",
"performance","ootime","explore","chain","sat-like","5","true","true","PolyORB-LF-S04-J04-T10-unfolded.pnml","870","5034","34774","0","tg,bs,hf","41.270","870","5034","","","","","","","","","1795.50","3081020","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","BridgeAndVehicles-V80-P50-N20-unfolded.pnml","198","3728","28830","0","tg,bs,hf","16.510","198","3728","","","","","","","","","1794.83","3984264","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.020","400","202","65938","65938","14.030","6.46501806116397e+31","1391","2000","2598","1596","14.08","2985844",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","93.820","961","27931","","","","","","","","","1796.93","3396036","","","","","","",
"statistics","error","boostperm","bfs","sat-like","5","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.02","88","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.740","1330","2030","","","","","","","","","1795.39","3181508","","","","","","",
"performance","sigsegfault","sendinfo","bfs-prev","sat-like","5","true","true","neoelection-6.unf.pnml","4830","8435","49028","0","tg,bs,hf","","","","","","","","","","","","41.28","158664","","","","","","",
"performance","ootime","regroup","bfs","sat-like","5","true","true","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","","","","1797.46","1043840","","","","","","",
"performance","done","","chain","sat-like","5","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","49","49","0.000","13","27","68","79","43","0.00","1512204",
"performance","done","","chain","sat-like","5","true","true","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","276","276","0.180","89621","6729","1705","1365","5327","0.19","2888668",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.200","1119","874","","","","","","","","","1789.64","3950700","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","154","154","0.000","1501","349","248","248","208","0.00","2577304",
"performance","done","","bfs-prev","sat-like","5","true","true","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.250","121","1111","55369","55369","3.550","58905","3160","2040","8696","5838","3.90","2902660",
"performance","done","","chain-prev","sat-like","5","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.340","68","548","224744","224744","1094.150","58718346","628778","11189","32941","160762","1094.71","3564160",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","echo-d3r3.pnml","265","206","1252","0","tg,bs,hf","0.030","265","206","","","","","","","","","1794.87","3945460","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1791.57","3939892","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1755.14","3941292","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","890","890","3.640","3408031","62174","6035","4735","35247","3.66","2904700",
"statistics","ootime","explore","chain-prev","sat-like","5","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","1791.99","3919236","","","","","","",
"performance","oomem","cache","bfs","sat-like","5","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","45.390","25000","25000","","","","","","","","","57.19","3252136","","","","","","",
"performance","ootime","explore","bfs","sat-like","5","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","586.140","632","10500","","","","","","","","","1796.90","3392404","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","IOTP_c1m1p1d1.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","753","753","0.040","204","629","446","568","177","0.05","2860860",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.360","476","920","","","","","","","","","1795.83","3951584","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.930","108","2228","","","","","","","","","1797.26","3474312","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.010","24","72","522","522","0.010","4096","52","880","936","744","0.03","2889504",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.150","900","6844","","","","","","","","","1782.92","3987932","","","","","","",
"statistics","ootime","explore","chain-prev","sat-like","5","true","true","Peterson-5.pnml","834","1242","3828","0","tg,bs,hf","2.140","834","1242","","","","","","","","","1797.38","3088692","","","","","","",
"performance","ootime","explore","bfs-prev","sat-like","5","true","true","PolyORB-LF-S04-J04-T06-unfolded.pnml","554","2998","20754","0","tg,bs,hf","14.630","554","2998","","","","","","","","","1795.28","3978652","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","true","FMS-5.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","384","384","0.010","2895018","432","580","525","543","0.02","2728896",
"statistics","ootime","explore","chain-prev","sat-like","5","true","true","erk-001000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1796.97","3493020","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","true","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.200","230","220","5118","5118","0.610","1124","883","4920","6922","205060","0.85","2894788",
"performance","done","","bfs-prev","sat-like","5","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","3.250","1600","12324","278610","278610","539.400","3.11621362935612e+25","105490","1047540","948948","813384","548.11","4068660",
"performance","done","","bfs-prev","sat-like","5","true","true","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.180","230","220","5130","5130","1.000","1124","883","4920","6922","205060","1.23","2894764",
"performance","ootime","explore","chain","sat-like","5","true","true","erk-100000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1796.91","3023728","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.020","75","92","","","","","","","","","1796.35","3922180","","","","","","",
"performance","ootime","explore","chain-prev","sat-like","5","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1795.50","3769600","","","","","","",
"performance","ootime","explore","chain","sat-like","5","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1792.16","3939516","","","","","","",
"performance","done","","chain","sat-like","5","true","true","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","46","46","0.000","20","33","60","76","44","0.00","1780620",
"performance","ootime","explore","bfs","sat-like","5","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","190.200","1202","13457","","","","","","","","","1796.30","3971508","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","SwimmingPool-5.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","2180","2180","316.790","591371001","1634609","34775","26995","487607","317.22","3574516",
"performance","ootime","explore","chain","sat-like","5","true","true","PolyORB-LF-S06-J06-T08-unfolded.pnml","894","14334","119772","0","tg,bs,hf","956.110","894","14334","","","","","","","","","1796.90","3216792","","","","","","",
"performance","done","","bfs","sat-like","5","true","true","CircularTrain-096.pnml","192","96","384","0","tg,bs,hf","0.000","192","96","12452","12452","5.610","2.59130027829661e+21","16297","896","1102","928","5.62","2907996",
"performance","ootime","explore","chain","sat-like","5","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1761.87","3941452","","","","","","",
