"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","max-tokens","time","memory","bandwidth","profile","span","average-wavefront","RMS-wavefront","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","Kanban-1000.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","hc4k3p3b12.pnml","2457","5400","21600","0","tg,bs,hf","3.710","2457","5400","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-NT-S10-J30-unfolded.pnml","664","12050","112559","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","5","true","false","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","","0.01","92","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","soli1.pnml","66","76","456","0","tg,bs,hf","0.010","66","76","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","2D8_gradient_5x5_350.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","276","276","0.220","89621","6729","1705","1365","5327","20","0.23","2212888","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","Peterson-3.pnml","244","332","1016","0","tg,bs,hf","0.030","244","332","235567","235567","161.310","3407946","98600","1768","2290","1608","1","161.41","3106856","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","227","227","0.010","59049","295","320","441","280","1","0.03","2891596","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","soli1.pnml","66","76","456","0","tg,bs,hf","0.000","66","76","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","195.890","506","7154","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","","","","","","","","","","","","","",
"statistics","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-LF-S02-J04-T08-unfolded.pnml","614","1242","5732","0","tg,bs,hf","9.030","614","1242","","","","","","","","","","","","5500","5810953","6662741","259.56127","271.82284","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","Kanban-5.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","214","214","0.030","2546432","316","630","540","4116","5","0.03","2891100","","","","","",
"performance","done","","chain","sat-like","5","true","false","2D8_gradient_5x5_10.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","1146","1146","0.160","131128140","1540","12240","11088","9504","10","0.16","2893844","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.210","121","1111","54993","54993","1.930","58905","3160","2040","8696","5838","1","2.24","2906316","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","2D8_gradient_40x40_150.pnml","1600","12324","24648","0","tg,bs,hf","3.170","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","RAS-R-50.pnml","200","102","500","0","tg,bs,hf","0.000","200","102","16468","16468","2.210","2.92733975779082e+16","691","1000","1298","796","1","2.22","2904876","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","30-10_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","raft_02.pnml","28","52","159","28","tg,bs,hf","0.000","28","52","1703","1703","0.020","7381","213","211","156","156","1","0.02","1927984","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","QCertifProtocol_10-unfold.pnml","550","176","1287","0","tg,bs,hf","0.050","550","176","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","cs_repetitions-7-unfolded.pnml","498","833","3087","0","tg,bs,hf","0.360","498","833","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","3.810","1030","1020","58770","58770","61.900","1524","229089","24120","34068","1025060","1","66.46","2934468","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","2D8_gradient_5x5_200.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","","","","","","","","","","","","","","",
"statistics","sigsegfault","sendinfo","chain-prev","sat-like","5","true","false","QCertifProtocol_28-unfold.pnml","2998","446","6489","0","tg,bs,hf","10.710","2998","446","","","","","","","","","","11.64","2945152","5608","16577057","17568340","189.97544","203.81378","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","2D8_gradient_5x5_100.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","RAS-R-5.pnml","20","12","50","0","tg,bs,hf","0.000","20","12","122","122","0.000","112","61","100","128","76","1","0.01","2870788","","","","","",
"statistics","done","","bfs-prev","sat-like","5","true","false","QCertifProtocol_22-unfold.pnml","1966","356","4323","0","tg,bs,hf","4.190","1966","356","14","14","0.050","2","2110","50","189","13","13","4.83","2923084","3606","6909108","7438560","163.70354","178.62404","2110","3809","5805","50","27430",
"statistics","ootime","killed15","bfs","sat-like","5","true","false","PolyORB-NT-S10-J80-unfolded.pnml","1614","13500","119759","0","tg,bs,hf","","","","","","","","","","","","","264.49","281228","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.020","117","176","434375","434375","231.580","30948223090688","42093","3322","3981","3856","4","231.62","3827440","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","shared_memory-pt-50.pnml","2651","5050","20000","0","tg,bs,hf","17.370","2651","5050","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","echo-d2r19.pnml","3455","2730","15940","0","tg,bs,hf","1.480","3455","2730","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","IOTP_c5m4p3d2.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","2466","2466","4.250","17406024","18006","1977","1798","1180","5","4.26","2924768","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","5","true","false","eratosthenes-020.pnml","19","27","81","0","tg,bs,hf","","","","","","","","","","","","","0.00","92","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-LF-S04-J04-T08-unfolded.pnml","712","4012","27744","0","tg,bs,hf","28.510","712","4012","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","unf-8x8-4stageSEN-02.pnml","168","592","3456","0","tg,bs,hf","0.230","168","592","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.190","230","220","5118","5118","0.750","1124","883","4920","6922","205060","1","0.98","2574740","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","MAPK-80.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","86","86","0.000","92","55","96","132","98","1","0.01","2786820","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","2.810","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","CircularTrain-048.pnml","96","48","192","0","tg,bs,hf","0.000","96","48","3020","3020","0.830","23973456915","4025","448","555","464","2","0.83","2901748","","","","","",
"performance","error","boostperm","chain-prev","sat-like","5","true","false","eratosthenes-500.pnml","499","2191","6573","0","tg,bs,hf","","","","","","","","","","","","","0.95","23048","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.690","128","1328","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","154","154","0.010","1501","349","248","248","208","2","0.01","2891160","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","simple_lbs-5.pnml","59","180","1158","0","tg,bs,hf","0.030","59","180","18666","18666","4.140","116176","8647","1428","3727","4437","1","4.23","2901288","","","","","",
"performance","done","","bfs","sat-like","5","true","false","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","65938","65938","15.640","6.46501806116397e+31","1391","2000","2598","1596","1","15.71","2978284","","","","","",
"performance","done","","bfs","sat-like","5","true","false","unf-8x8-4stageSEN-01.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","147069","147069","76.190","52537","71327","6224","13547","9596","1","76.51","2988764","","","","","",
"performance","done","","bfs","sat-like","5","true","false","Philosophers-100.pnml","500","500","1600","0","tg,bs,hf","0.030","500","500","2477","2477","0.920","5.15377520732011e+47","3178","3200","4402","2800","1","1.05","2909852","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","lamport_fmea-8.pnml","315","666","2934","0","tg,bs,hf","0.170","315","666","","","","","","","","","","","","","","","","","","","","","","",
"performance","oomem","alloc","bfs","sat-like","5","true","false","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","44.110","25000","25000","","","","","","","","","","48.85","3414160","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","soli0_counter_square5.pnml","51","84","540","0","tg,bs,hf","0.000","51","84","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","Kanban-5.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","434","434","0.040","2546432","316","630","540","4116","5","0.05","2893156","","","","","",
"performance","done","","bfs","sat-like","5","true","false","philo_dyn-3-unfolded.pnml","30","84","564","0","tg,bs,hf","0.010","30","84","674","674","0.030","325","602","516","1698","1743","1","0.04","2894272","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","simple_lbs-2.pnml","32","45","252","0","tg,bs,hf","0.000","32","45","1122","1122","0.070","832","842","436","894","766","1","0.07","2891448","","","","","",
"statistics","ootime","noresponse","bfs","sat-like","5","true","false","BridgeAndVehicles-V50-P50-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","","","","","","","","","","","","","","","37282","557637012","559908164","186.3242474","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","EnergyBus.pnml","157","4430","63389","157","tg,bs,hf","117.910","157","4430","122807","122807","30.310","2131836945601","26240","65401","71072","901848","1","148.89","3066788","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","rwmutex-r500w10.pnml","1520","1020","13040","0","tg,bs,hf","4.030","1520","1020","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","FMS-50.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","1737","1737","4.800","4.24025581818266e+17","46077","23305","22485","109188","50","4.82","2940316","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","5.890","108","2228","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","Peterson-7.pnml","1992","3096","9584","0","tg,bs,hf","1.780","1992","3096","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","64893","64893","8.170","6.46501806116397e+31","1391","2000","2598","1596","1","8.23","2963928","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.110","264","536","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","109.230","1026","10461","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","Philosophers-100.pnml","500","500","1600","0","tg,bs,hf","0.030","500","500","2477","2477","0.880","5.15377520732011e+47","3178","3200","4402","2800","1","1.00","2909848","","","","","",
"performance","done","","bfs","sat-like","5","true","false","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","227","227","0.010","59049","295","320","441","280","1","0.02","2877260","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","raft_08.pnml","328","568","2163","328","tg,bs,hf","0.110","328","568","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","SwimmingPool-6.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","460","460","0.320","89621","6729","1705","1365","5327","20","0.33","2849236","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","dekker-50.pnml","250","2600","20100","0","tg,bs,hf","5.740","250","2600","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","BridgeAndVehicles-V80-P50-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","130.630","228","8588","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","SwimmingPool-5.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","1236","1236","186.940","591371001","1634609","34775","26995","487607","100","187.37","3165472","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","BridgeAndVehicles-V50-P50-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.760","138","2348","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","BridgeAndVehicles-V50-P50-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","5.850","138","2348","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","IBMB2S565S3960.pnml","273","179","572","0","tg,bs,hf","0.010","273","179","8948","8948","52.240","1.55106359474105e+16","516339","8972","7377","8327","7","52.41","3467920","","","","","",
"performance","error","boostperm","chain","sat-like","5","true","false","planning.pnml","126","128","652","0","tg,bs,hf","","","","","","","","","","","","","0.01","4176","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","30-10_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","closed_system1.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","5200","5200","1.110","25632","4349","1158","1838","955","1","1.17","2897668","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","7.530","10000","10000","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","angiogenesis-20.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","IOTP_c1m1p1d1.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","775","775","0.070","204","629","446","568","177","1","0.09","2894048","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","echo-d2r9.pnml","735","570","3220","0","tg,bs,hf","0.110","735","570","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","20-10_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","217.180","1202","13457","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","179","179","0.010","59049","295","320","441","280","1","0.02","2363640","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.810","1330","2030","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","closed_system2.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","9699","9699","1.890","349874","8904","1446","1944","1053","1","1.92","2905968","","","","","",
"performance","done","","chain","sat-like","5","true","false","RAS-R-5.pnml","20","12","50","0","tg,bs,hf","0.000","20","12","122","122","0.000","112","61","100","128","76","1","0.00","2770436","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","echo-d2r11.pnml","1119","874","4996","0","tg,bs,hf","0.180","1119","874","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","2D8_gradient_50x50_100.pnml","2500","19404","38808","0","tg,bs,hf","7.140","2500","19404","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","TokenRing-15-unfolded.pnml","256","3616","14464","0","tg,bs,hf","2.010","256","3616","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","65938","65938","14.450","6.46501806116397e+31","1391","2000","2598","1596","1","14.50","2976220","","","","","",
"statistics","done","","chain-prev","sat-like","5","true","false","closed_system5.pnml","231","202","846","0","tg,bs,hf","0.090","231","202","8013","8013","2.340","1657242","10287","1446","1944","1053","1","2.59","2912180","366","66279","77742","23.19464","24.96889","11313","2856304","334156","284","3186599",
"performance","done","","chain-prev","sat-like","5","true","false","BridgeAndVehicles-V10-P10-N10-unfolded.pnml","48","288","2090","0","tg,bs,hf","0.080","48","288","42806","42806","16.520","259556","88205","4108","9624","13294","10","16.66","2919840","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","IOTP_c5m4p3d2.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","2466","2466","4.000","17406024","18006","1977","1798","1180","5","4.01","2935012","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","16.470","618","3190","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.640","2127","1674","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","database4UNFOLD.pnml","140","128","416","0","tg,bs,hf","0.010","140","128","3359","3359","33.960","4717886881","394610","832","1281","1024","1","34.09","3056460","","","","","",
"performance","done","","bfs","sat-like","5","true","false","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.190","230","220","5130","5130","0.970","1124","883","4920","6922","205060","1","1.19","2896844","","","","","",
"performance","error","boostperm","bfs","sat-like","5","true","false","eratosthenes-020.pnml","19","27","81","0","tg,bs,hf","","","","","","","","","","","","","0.00","88","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","CircularTrain-384.pnml","768","384","1536","0","tg,bs,hf","0.030","768","384","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","2D8_gradient_50x50_100.pnml","2500","19404","38808","0","tg,bs,hf","7.290","2500","19404","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","2D8_gradient_50x50_100.pnml","2500","19404","38808","0","tg,bs,hf","7.080","2500","19404","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","HouseConstruction-020.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","712","712","18.940","13665907559010","428701","12680","10241","98098","20","19.07","3206500","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-NT-S10-J60-unfolded.pnml","1234","12920","116879","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-NT-S10-J80-unfolded.pnml","1614","13500","119759","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","circadian_clock-000001.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","127","127","0.000","128","28","104","104","60","1","0.00","2776400","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","154","154","0.010","1501","349","248","248","208","2","0.01","2889108","","","","","",
"performance","done","","bfs","sat-like","5","true","false","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.520","2500","2500","13873","13873","28.190","3.636029179587e+238","16679","16000","22119","14000","1","30.97","3227416","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","erk-010000.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","14.310","3020","2020","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","BridgeAndVehicles-V20-P20-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.010","108","2228","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","FMS-10.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","694","694","0.060","2501413200","1437","1505","1365","2048","10","0.08","2893240","","","","","",
"performance","done","","chain","sat-like","5","true","false","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","46","46","0.000","20","33","60","76","44","1","0.01","2010512","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","dekker-20.pnml","100","440","3240","0","tg,bs,hf","0.160","100","440","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","BridgeAndVehicles-V80-P50-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","128.330","228","8588","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-LF-S04-J06-T08-unfolded.pnml","792","4268","28832","0","tg,bs,hf","27.260","792","4268","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","sat-like","5","true","false","BridgeAndVehicles-V04-P05-N02-unfolded.pnml","28","52","326","0","tg,bs,hf","0.010","28","52","2530","2530","0.150","2874","2966","520","1189","1110","5","0.17","2510228","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-LF-S04-J04-T08-unfolded.pnml","712","4012","27744","0","tg,bs,hf","28.670","712","4012","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","TokenRing-15-unfolded.pnml","256","3616","14464","0","tg,bs,hf","2.030","256","3616","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","3.130","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs-prev","sat-like","5","true","false","IOTP_c3m3p3d3.pnml","111","45","224","0","tg,bs,hf","0.010","111","45","2082","2082","1.870","354176","7062","1490","1404","754","3","2.01","2906400","199","11935","13372","13.0528","14.2796","10534","1809252","389635","897","1941492",
"statistics","ootime","noresponse","bfs","sat-like","5","true","false","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","4.120","476","920","","","","","","","","","","","","4758","3362852","3868465","219.57812","231.07191","","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","HouseConstruction-200.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","2D8_gradient_30x30_150.pnml","900","6844","13688","0","tg,bs,hf","1.150","900","6844","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","lamport_fmea-8.pnml","315","666","2934","0","tg,bs,hf","0.160","315","666","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","406.590","632","10500","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain-prev","sat-like","5","true","false","cs_repetitions-5-unfolded.pnml","206","325","1175","0","tg,bs,hf","0.060","206","325","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","sat-like","5","true","false","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.010","14","65","617","617","0.420","7716","3723","4328","4617","17471","12","0.44","2894184","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","Philosophers-2000.pnml","10000","10000","32000","0","tg,bs,hf","6.780","10000","10000","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","sat-like","5","true","false","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","46","46","0.000","20","33","60","76","44","1","0.01","2028940","","","","","",
"performance","ootime","noresponse","bfs-prev","sat-like","5","true","false","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","bfs","sat-like","5","true","false","2D8_gradient_40x40_100.pnml","1600","12324","24648","0","tg,bs,hf","2.810","1600","12324","","","","","","","","","","","","","","","","","","","","","","",
"performance","ootime","noresponse","chain","sat-like","5","true","false","PolyORB-NT-S10-J30-unfolded.pnml","664","12050","112559","0","tg,bs,hf","","","","","","","","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","sat-like","5","true","false","rwmutex-r10w100.pnml","230","220","2460","0","tg,bs,hf","0.160","230","220","5118","5118","0.530","1124","883","4920","6922","205060","1","0.74","2896840","","","","","",
